,time,rho,Isolation Forest,SVM,Autoencoder,Voted,mean
1507,167,5,0,0,0,0,3.69
1508,167,6,0,0,0,0,2.46
1509,167,7,0,0,0,0,1.77
1510,167,8,0,1,0,0,1.25
1511,167,9,0,1,0,0,0.71
1512,168,1,0,1,0,0,9.8
1513,168,2,0,1,0,0,8.2
1514,168,3,0,0,0,0,7.43
1515,168,4,0,0,0,0,6.37
1516,168,5,0,0,0,0,4.58
1517,168,6,0,0,0,0,2.8
1518,168,7,0,0,0,0,1.66
1519,168,8,0,0,0,0,0.95
1520,168,9,0,1,0,0,0.37
1521,169,1,0,1,0,0,9.58
1522,169,2,0,1,0,0,8.14
1523,169,3,0,0,0,0,7.54
1524,169,4,0,1,0,0,6.42
1525,169,5,0,1,0,0,4.11
1526,169,6,0,0,0,0,2.46
1527,169,7,0,0,0,0,1.52
1528,169,8,0,1,0,0,0.9
1529,169,9,0,1,0,0,0.38
1530,170,1,0,1,0,0,9.72
1531,170,2,0,1,0,0,8.17
1532,170,3,0,1,0,0,7.42
1533,170,4,0,1,0,0,6.25
1534,170,5,0,1,0,0,4.5
1535,170,6,0,0,0,0,2.83
1536,170,7,0,0,0,0,1.59
1537,170,8,0,0,0,0,0.87
1538,170,9,0,1,0,0,0.36
1539,171,1,0,0,0,0,9.47
1540,171,2,0,1,0,0,8.15
1541,171,3,0,0,0,0,7.56
1542,171,4,0,0,0,0,6.88
1543,171,5,0,0,0,0,5.47
1544,171,6,0,0,0,0,3.93
1545,171,7,1,1,0,1,2.62
1546,171,8,1,1,0,1,1.42
1547,171,9,0,1,0,0,0.5
1548,172,1,0,1,0,0,9.14
1549,172,2,0,1,0,0,8.02
1550,172,3,0,0,0,0,7.53
1551,172,4,0,0,0,0,6.98
1552,172,5,0,0,0,0,5.61
1553,172,6,0,1,0,0,3.81
1554,172,7,1,1,0,1,2.48
1555,172,8,1,1,1,1,1.53
1556,172,9,1,1,1,1,0.71
1557,173,1,0,0,0,0,9.38
1558,173,2,0,0,0,0,8.26
1559,173,3,0,0,0,0,7.63
1560,173,4,0,0,0,0,6.88
1561,173,5,0,0,0,0,5.29
1562,173,6,0,1,0,0,3.31
1563,173,7,0,1,0,0,1.74
1564,173,8,0,0,0,0,0.58
1565,173,9,0,0,0,0,-0.11
1566,174,1,0,0,0,0,9.56
1567,174,2,0,0,0,0,8.41
1568,174,3,0,1,0,0,7.82
1569,174,4,0,1,0,0,7.2
1570,174,5,0,1,0,0,5.64
1571,174,6,0,0,0,0,3.48
1572,174,7,0,0,0,0,1.94
1573,174,8,0,0,0,0,0.69
1574,174,9,0,0,0,0,-0.06
1575,175,1,0,1,0,0,9.34
1576,175,2,0,0,0,0,8.3
1577,175,3,0,1,0,0,7.81
1578,175,4,0,1,0,0,7.37
1579,175,5,1,1,0,1,6.15
1580,175,6,0,1,0,0,3.83
1581,175,7,0,1,0,0,1.97
1582,175,8,0,0,0,0,0.67
1583,175,9,0,0,0,0,0.0
1584,176,1,0,0,0,0,9.58
1585,176,2,0,0,0,0,8.43
1586,176,3,0,1,0,0,7.97
1587,176,4,0,1,0,0,7.26
1588,176,5,0,1,0,0,5.3
1589,176,6,0,1,0,0,2.94
1590,176,7,0,0,0,0,1.45
1591,176,8,0,0,0,0,0.71
1592,176,9,0,0,0,0,0.25
1593,177,1,0,1,0,0,9.28
1594,177,2,0,1,0,0,8.27
1595,177,3,0,1,0,0,7.84
1596,177,4,0,1,0,0,7.23
1597,177,5,0,0,0,0,5.57
1598,177,6,0,0,0,0,3.23
1599,177,7,0,0,0,0,1.97
1600,177,8,0,1,0,0,1.41
1601,177,9,0,1,0,0,0.82
1602,178,1,0,1,0,0,9.37
1603,178,2,0,0,0,0,8.34
1604,178,3,0,1,0,0,7.91
1605,178,4,0,1,0,0,7.23
1606,178,5,0,1,0,0,5.14
1607,178,6,0,0,0,0,3.08
1608,178,7,0,1,0,0,2.16
1609,178,8,1,1,0,1,1.56
1610,178,9,1,1,1,1,1.0
1611,179,1,0,1,0,0,9.31
1612,179,2,0,1,0,0,8.21
1613,179,3,0,0,0,0,7.69
1614,179,4,0,0,0,0,7.02
1615,179,5,0,0,0,0,5.53
1616,179,6,0,0,0,0,3.43
1617,179,7,0,1,0,0,2.15
1618,179,8,0,1,0,0,1.39
1619,179,9,0,1,0,0,0.6
1620,180,1,0,1,0,0,9.14
1621,180,2,0,1,0,0,8.21
1622,180,3,0,0,0,0,7.77
1623,180,4,0,0,0,0,7.15
1624,180,5,0,0,0,0,5.48
1625,180,6,0,0,0,0,3.16
1626,180,7,0,1,0,0,1.83
1627,180,8,0,1,0,0,0.91
1628,180,9,0,0,0,0,0.14
1629,181,1,1,1,0,1,9.12
1630,181,2,0,1,0,0,8.2
1631,181,3,0,1,0,0,7.53
1632,181,4,0,1,0,0,5.95
1633,181,5,0,1,0,0,3.1
1634,181,6,0,0,0,0,1.63
1635,181,7,0,0,0,0,0.98
1636,181,8,0,0,0,0,0.59
1637,181,9,0,0,0,0,0.24
1638,182,1,1,1,1,1,9.14
1639,182,2,1,1,0,1,8.26
1640,182,3,1,1,1,1,7.37
1641,182,4,1,1,1,1,5.04
1642,182,5,0,1,0,0,2.73
1643,182,6,0,0,0,0,1.61
1644,182,7,0,0,0,0,0.98
1645,182,8,0,0,0,0,0.51
1646,182,9,0,1,0,0,0.06
1647,183,1,0,0,0,0,9.47
1648,183,2,0,0,0,0,8.27
1649,183,3,0,1,0,0,7.55
1650,183,4,1,1,0,1,5.42
1651,183,5,1,1,1,1,2.85
1652,183,6,1,1,0,1,1.68
1653,183,7,0,1,0,0,0.9
1654,183,8,0,1,0,0,0.31
1655,183,9,0,1,0,0,-0.22
1656,184,1,0,0,0,0,9.65
1657,184,2,0,1,0,0,8.28
1658,184,3,0,1,0,0,7.76
1659,184,4,0,0,0,0,6.68
1660,184,5,1,1,0,1,4.02
1661,184,6,1,1,0,1,2.07
1662,184,7,0,1,0,0,1.0
1663,184,8,0,0,0,0,0.49
1664,184,9,0,1,0,0,0.06
1665,185,1,1,1,0,1,10.04
1666,185,2,0,1,0,0,8.42
1667,185,3,0,1,0,0,7.77
1668,185,4,0,1,0,0,6.57
1669,185,5,1,1,0,1,3.3
1670,185,6,0,1,0,0,1.45
1671,185,7,0,0,0,0,0.74
1672,185,8,0,0,0,0,0.41
1673,185,9,0,0,0,0,0.1
1674,186,1,0,0,0,0,9.7
1675,186,2,0,0,0,0,8.29
1676,186,3,0,0,0,0,7.69
1677,186,4,0,1,0,0,6.32
1678,186,5,0,1,0,0,3.96
1679,186,6,0,1,0,0,2.24
1680,186,7,0,0,0,0,1.39
1681,186,8,0,1,0,0,0.96
1682,186,9,0,1,0,0,0.53
1683,187,1,0,0,0,0,9.75
1684,187,2,0,1,0,0,8.37
1685,187,3,0,1,0,0,7.73
1686,187,4,0,0,0,0,6.54
1687,187,5,0,0,0,0,4.21
1688,187,6,0,1,0,0,2.55
1689,187,7,0,0,0,0,1.58
1690,187,8,0,1,0,0,1.06
1691,187,9,0,1,0,0,0.74
1692,188,1,0,1,0,0,9.96
1693,188,2,1,1,1,1,8.74
1694,188,3,1,1,1,1,8.12
1695,188,4,1,1,0,1,6.2
1696,188,5,0,1,0,0,3.41
1697,188,6,0,1,0,0,2.06
1698,188,7,0,1,0,0,1.34
1699,188,8,0,1,0,0,0.78
1700,188,9,0,1,0,0,0.32
1701,189,1,1,1,1,1,11.28
1702,189,2,1,1,1,1,9.87
1703,189,3,1,1,1,1,8.61
1704,189,4,1,1,1,1,6.36
1705,189,5,1,1,0,1,4.38
1706,189,6,1,1,0,1,2.8
1707,189,7,0,1,0,0,1.52
1708,189,8,0,0,0,0,0.49
1709,189,9,0,0,0,0,-0.08
1710,190,1,1,1,1,1,10.92
1711,190,2,1,1,1,1,9.18
1712,190,3,1,1,1,1,8.13
1713,190,4,0,1,0,0,6.84
1714,190,5,1,1,0,1,4.17
1715,190,6,0,1,0,0,2.1
1716,190,7,0,1,0,0,0.99
1717,190,8,0,1,0,0,0.27
1718,190,9,0,1,0,0,-0.18
1719,191,1,1,1,1,1,10.71
1720,191,2,1,1,1,1,9.01
1721,191,3,1,1,1,1,8.01
1722,191,4,1,1,0,1,6.59
1723,191,5,1,1,0,1,4.66
1724,191,6,1,1,0,1,2.9
1725,191,7,1,1,0,1,1.66
1726,191,8,1,1,0,1,1.03
1727,191,9,1,1,1,1,0.72
1728,192,1,0,0,0,0,9.46
1729,192,2,0,1,0,0,8.28
1730,192,3,0,1,0,0,7.63
1731,192,4,0,1,0,0,6.21
1732,192,5,1,1,0,1,3.98
1733,192,6,0,1,0,0,2.16
1734,192,7,0,1,0,0,1.19
1735,192,8,0,1,0,0,0.81
1736,192,9,1,1,0,1,0.51
1737,193,1,0,0,0,0,9.9
1738,193,2,0,1,0,0,8.53
1739,193,3,0,1,0,0,7.87
1740,193,4,0,0,0,0,6.96
1741,193,5,0,1,0,0,4.64
1742,193,6,0,1,0,0,2.06
1743,193,7,0,1,0,0,0.9
1744,193,8,0,1,0,0,0.51
1745,193,9,1,1,0,1,0.47
1746,194,1,0,1,0,0,10.15
1747,194,2,0,1,0,0,8.59
1748,194,3,0,1,0,0,7.69
1749,194,4,0,1,0,0,5.14
1750,194,5,0,1,0,0,2.67
1751,194,6,0,1,0,0,1.57
1752,194,7,0,1,0,0,0.85
1753,194,8,0,1,0,0,0.41
1754,194,9,0,1,0,0,0.1
1755,195,1,1,1,1,1,10.21
1756,195,2,0,1,0,0,8.59
1757,195,3,0,1,0,0,7.77
1758,195,4,0,1,0,0,6.21
1759,195,5,1,1,0,1,3.61
1760,195,6,0,1,0,0,1.86
1761,195,7,0,1,0,0,0.78
1762,195,8,0,1,0,0,0.23
1763,195,9,0,1,0,0,-0.02
1764,196,1,0,1,0,0,10.05
1765,196,2,0,1,0,0,8.57
1766,196,3,0,1,0,0,7.89
1767,196,4,0,1,0,0,6.75
1768,196,5,1,1,0,1,4.37
1769,196,6,1,1,0,1,2.15
1770,196,7,0,1,0,0,0.89
1771,196,8,0,1,0,0,0.05
1772,196,9,0,1,0,0,-0.46
1773,197,1,1,1,1,1,10.81
1774,197,2,1,1,1,1,8.87
1775,197,3,0,1,0,0,7.91
1776,197,4,0,1,0,0,6.94
1777,197,5,1,1,0,1,4.52
1778,197,6,1,1,0,1,2.27
1779,197,7,0,1,0,0,1.11
1780,197,8,0,1,0,0,0.48
1781,197,9,0,1,0,0,0.1
1782,198,1,1,1,1,1,10.43
1783,198,2,0,1,0,0,8.68
1784,198,3,0,1,0,0,7.84
1785,198,4,0,1,0,0,7.09
1786,198,5,1,1,0,1,5.5
1787,198,6,1,1,0,1,2.91
1788,198,7,0,1,0,0,1.47
1789,198,8,0,1,0,0,0.58
1790,198,9,0,0,0,0,-0.03
1791,199,1,0,1,0,0,10.14
1792,199,2,0,1,0,0,8.6
1793,199,3,0,0,0,0,7.73
1794,199,4,0,0,0,0,6.53
1795,199,5,0,1,0,0,4.17
1796,199,6,1,1,0,1,2.07
1797,199,7,0,1,0,0,0.94
1798,199,8,0,0,0,0,0.36
1799,199,9,0,0,0,0,-0.02
1800,200,1,0,0,0,0,9.86
1801,200,2,0,0,0,0,8.39
1802,200,3,0,1,0,0,7.5
1803,200,4,0,1,0,0,5.52
1804,200,5,1,1,1,1,2.96
1805,200,6,1,1,0,1,1.53
1806,200,7,0,1,0,0,0.75
1807,200,8,0,1,0,0,0.24
1808,200,9,0,1,0,0,-0.17
1809,201,1,0,0,0,0,9.92
1810,201,2,0,0,0,0,8.54
1811,201,3,0,1,0,0,7.88
1812,201,4,0,0,0,0,6.56
1813,201,5,0,1,0,0,3.51
1814,201,6,0,1,0,0,1.7
1815,201,7,0,1,0,0,0.95
1816,201,8,0,1,0,0,0.49
1817,201,9,0,1,0,0,0.08
1818,202,1,1,1,1,1,10.23
1819,202,2,0,1,0,0,8.67
1820,202,3,0,0,0,0,7.83
1821,202,4,0,1,0,0,6.87
1822,202,5,0,1,0,0,4.07
1823,202,6,0,1,0,0,1.75
1824,202,7,0,1,0,0,0.61
1825,202,8,0,1,0,0,0.07
1826,202,9,0,1,0,0,-0.3
1827,203,1,1,1,1,1,10.29
1828,203,2,1,1,1,1,8.81
1829,203,3,0,1,0,0,7.97
1830,203,4,0,1,0,0,7.29
1831,203,5,0,1,0,0,5.37
1832,203,6,0,1,0,0,2.6
1833,203,7,0,0,0,0,1.2
1834,203,8,0,0,0,0,0.38
1835,203,9,0,0,0,0,0.0
1836,204,1,1,1,1,1,10.62
1837,204,2,1,1,1,1,8.83
1838,204,3,0,1,0,0,7.88
1839,204,4,0,1,0,0,6.76
1840,204,5,1,1,0,1,4.41
1841,204,6,0,1,0,0,2.4
1842,204,7,0,1,0,0,1.04
1843,204,8,0,0,0,0,0.33
1844,204,9,0,1,0,0,-0.09
1845,205,1,0,1,0,0,9.94
1846,205,2,0,0,0,0,8.45
1847,205,3,0,1,0,0,7.8
1848,205,4,0,1,0,0,6.73
1849,205,5,0,1,0,0,3.99
1850,205,6,0,0,0,0,1.94
1851,205,7,0,0,0,0,1.02
1852,205,8,0,1,0,0,0.44
1853,205,9,0,1,0,0,0.13
1854,206,1,0,1,0,0,9.97
1855,206,2,0,0,0,0,8.5
1856,206,3,0,1,0,0,7.84
1857,206,4,0,1,0,0,6.69
1858,206,5,0,1,0,0,3.72
1859,206,6,0,1,0,0,1.97
1860,206,7,0,1,0,0,1.12
1861,206,8,0,1,0,0,0.5
1862,206,9,0,1,0,0,0.06
1863,207,1,0,1,0,0,9.94
1864,207,2,0,0,0,0,8.51
1865,207,3,0,1,0,0,7.9
1866,207,4,0,0,0,0,7.15
1867,207,5,0,1,0,0,4.12
1868,207,6,1,1,0,1,2.09
1869,207,7,1,1,0,1,1.42
1870,207,8,1,1,0,1,0.9
1871,207,9,1,1,1,1,0.5
1872,208,1,0,0,0,0,9.64
1873,208,2,0,0,0,0,8.27
1874,208,3,0,0,0,0,7.63
1875,208,4,0,0,0,0,6.27
1876,208,5,0,1,0,0,3.75
1877,208,6,1,1,0,1,2.23
1878,208,7,0,1,0,0,1.66
1879,208,8,1,1,0,1,1.17
1880,208,9,1,1,1,1,0.65
1881,209,1,0,1,0,0,9.79
1882,209,2,0,0,0,0,8.28
1883,209,3,0,0,0,0,7.6
1884,209,4,0,0,0,0,6.32
1885,209,5,0,0,0,0,3.73
1886,209,6,0,1,0,0,2.19
1887,209,7,0,1,0,0,1.56
1888,209,8,0,1,0,0,1.06
1889,209,9,0,1,0,0,0.45
1890,210,1,0,1,0,0,9.83
1891,210,2,0,0,0,0,8.22
1892,210,3,0,0,0,0,7.48
1893,210,4,0,0,0,0,6.55
1894,210,5,0,0,0,0,4.71
1895,210,6,0,1,0,0,2.86
1896,210,7,0,1,0,0,1.81
1897,210,8,0,1,0,0,1.04
1898,210,9,0,1,0,0,0.37
1899,211,1,0,1,0,0,9.88
1900,211,2,0,1,0,0,8.35
1901,211,3,0,1,0,0,7.49
1902,211,4,0,0,0,0,6.37
1903,211,5,0,1,0,0,4.92
1904,211,6,0,1,0,0,3.46
1905,211,7,0,1,0,0,2.12
1906,211,8,0,1,0,0,1.09
1907,211,9,0,0,0,0,0.34
1908,212,1,0,1,0,0,9.81
1909,212,2,0,1,0,0,8.39
1910,212,3,0,1,0,0,7.61
1911,212,4,0,0,0,0,6.76
1912,212,5,0,0,0,0,5.48
1913,212,6,0,1,0,0,3.73
1914,212,7,0,1,0,0,2.24
1915,212,8,0,0,0,0,0.98
1916,212,9,0,0,0,0,0.23
1917,213,1,1,1,1,1,9.01
1918,213,2,0,1,0,0,8.01
1919,213,3,0,1,0,0,7.36
1920,213,4,0,0,0,0,6.46
1921,213,5,0,1,0,0,5.04
1922,213,6,0,1,0,0,3.37
1923,213,7,1,1,0,1,2.24
1924,213,8,1,1,0,1,1.53
1925,213,9,1,1,1,1,0.92
1926,214,1,1,1,1,1,9.14
1927,214,2,0,1,0,0,8.13
1928,214,3,0,0,0,0,7.5
1929,214,4,0,0,0,0,6.79
1930,214,5,0,1,0,0,5.58
1931,214,6,1,1,0,1,3.99
1932,214,7,1,1,0,1,2.57
1933,214,8,1,1,1,1,1.61
1934,214,9,0,1,0,0,0.69
1935,215,1,0,1,0,0,9.95
1936,215,2,0,1,0,0,8.6
1937,215,3,0,1,0,0,7.89
1938,215,4,0,0,0,0,7.17
1939,215,5,0,1,0,0,5.67
1940,215,6,0,1,0,0,3.77
1941,215,7,0,1,0,0,2.12
1942,215,8,0,1,0,0,1.21
1943,215,9,0,1,0,0,0.44
1944,216,1,0,0,0,0,9.67
1945,216,2,0,0,0,0,8.45
1946,216,3,0,0,0,0,7.79
1947,216,4,0,0,0,0,6.98
1948,216,5,0,1,0,0,5.36
1949,216,6,0,1,0,0,3.32
1950,216,7,0,0,0,0,1.86
1951,216,8,0,0,0,0,0.9
1952,216,9,0,0,0,0,0.29
1953,217,1,0,0,0,0,9.56
1954,217,2,0,0,0,0,8.29
1955,217,3,0,0,0,0,7.65
1956,217,4,0,0,0,0,6.79
1957,217,5,0,1,0,0,4.86
1958,217,6,0,1,0,0,3.24
1959,217,7,0,1,0,0,1.86
1960,217,8,0,0,0,0,0.85
1961,217,9,0,0,0,0,0.12
1962,218,1,0,1,0,0,9.21
1963,218,2,1,1,1,1,7.95
1964,218,3,0,1,0,0,7.3
1965,218,4,0,0,0,0,6.42
1966,218,5,0,1,0,0,4.7
1967,218,6,0,1,0,0,3.06
1968,218,7,0,1,0,0,1.73
1969,218,8,0,1,0,0,0.83
1970,218,9,0,1,0,0,0.19
1971,219,1,0,0,0,0,9.55
1972,219,2,0,1,0,0,8.23
1973,219,3,0,0,0,0,7.44
1974,219,4,0,0,0,0,6.0
1975,219,5,0,0,0,0,3.93
1976,219,6,0,0,0,0,2.49
1977,219,7,0,0,0,0,1.48
1978,219,8,0,0,0,0,0.6
1979,219,9,0,0,0,0,-0.09
1980,220,1,0,1,0,0,9.49
1981,220,2,0,1,0,0,8.22
1982,220,3,0,1,0,0,7.43
1983,220,4,0,1,0,0,5.83
1984,220,5,0,1,0,0,3.99
1985,220,6,0,0,0,0,2.44
1986,220,7,0,0,0,0,1.19
1987,220,8,0,0,0,0,0.31
1988,220,9,0,0,0,0,-0.25
1989,221,1,0,0,0,0,9.63
1990,221,2,0,0,0,0,8.37
1991,221,3,0,0,0,0,7.74
1992,221,4,0,1,0,0,6.24
1993,221,5,0,1,0,0,4.24
1994,221,6,0,1,0,0,2.81
1995,221,7,0,0,0,0,1.36
1996,221,8,0,0,0,0,0.15
1997,221,9,0,1,0,0,-0.51
1998,222,1,0,0,0,0,9.68
1999,222,2,0,0,0,0,8.34
2000,222,3,0,0,0,0,7.72
2001,222,4,0,0,0,0,6.39
2002,222,5,0,1,0,0,3.99
2003,222,6,0,0,0,0,2.17
2004,222,7,0,0,0,0,0.93
2005,222,8,0,0,0,0,0.35
2006,222,9,0,0,0,0,-0.21
2007,223,1,0,1,0,0,10.0
2008,223,2,0,1,0,0,8.63
2009,223,3,0,1,0,0,7.87
2010,223,4,0,1,0,0,6.54
2011,223,5,0,1,0,0,4.3
2012,223,6,0,0,0,0,2.08
2013,223,7,0,0,0,0,0.69
2014,223,8,0,0,0,0,0.15
2015,223,9,0,0,0,0,-0.25
2016,224,1,0,1,0,0,10.02
2017,224,2,0,1,0,0,8.63
2018,224,3,0,1,0,0,7.9
2019,224,4,0,1,0,0,6.35
2020,224,5,0,1,0,0,4.07
2021,224,6,0,1,0,0,2.02
2022,224,7,0,0,0,0,0.67
2023,224,8,0,0,0,0,-0.05
2024,224,9,0,0,0,0,-0.49
2025,225,1,0,0,0,0,9.93
2026,225,2,0,1,0,0,8.59
2027,225,3,0,1,0,0,7.9
2028,225,4,0,1,0,0,6.56
2029,225,5,0,1,0,0,4.49
2030,225,6,0,1,0,0,2.2
2031,225,7,0,0,0,0,0.72
2032,225,8,0,0,0,0,-0.09
2033,225,9,0,1,0,0,-0.55
2034,226,1,0,0,0,0,9.86
2035,226,2,0,0,0,0,8.51
2036,226,3,0,1,0,0,7.59
2037,226,4,0,1,0,0,6.14
2038,226,5,0,1,0,0,4.22
2039,226,6,0,0,0,0,2.23
2040,226,7,0,0,0,0,1.08
2041,226,8,0,0,0,0,0.41
2042,226,9,0,0,0,0,-0.22
2043,227,1,0,0,0,0,9.75
2044,227,2,0,0,0,0,8.45
2045,227,3,0,0,0,0,7.53
2046,227,4,0,1,0,0,6.11
2047,227,5,0,0,0,0,4.0
2048,227,6,0,0,0,0,2.17
2049,227,7,0,0,0,0,1.18
2050,227,8,0,0,0,0,0.56
2051,227,9,0,0,0,0,-0.12
2052,228,1,0,0,0,0,9.91
2053,228,2,0,0,0,0,8.48
2054,228,3,0,1,0,0,7.47
2055,228,4,0,1,0,0,6.0
2056,228,5,0,1,0,0,4.08
2057,228,6,0,0,0,0,2.29
2058,228,7,0,0,0,0,1.4
2059,228,8,0,0,0,0,0.73
2060,228,9,0,0,0,0,0.06
2061,229,1,0,0,0,0,9.91
2062,229,2,0,1,0,0,8.59
2063,229,3,0,0,0,0,7.78
2064,229,4,0,1,0,0,6.21
2065,229,5,0,1,0,0,3.74
2066,229,6,0,1,0,0,2.2
2067,229,7,0,1,0,0,1.36
2068,229,8,0,1,0,0,0.82
2069,229,9,0,1,0,0,0.26
2070,230,1,0,0,0,0,9.86
2071,230,2,0,1,0,0,8.64
2072,230,3,0,1,0,0,7.96
2073,230,4,0,1,0,0,6.73
2074,230,5,1,1,0,1,4.35
2075,230,6,0,0,0,0,2.38
2076,230,7,0,0,0,0,1.33
2077,230,8,0,1,0,0,0.83
2078,230,9,0,1,0,0,0.4
2079,231,1,0,1,0,0,9.9
2080,231,2,0,1,0,0,8.64
2081,231,3,0,1,0,0,8.04
2082,231,4,0,1,0,0,7.36
2083,231,5,0,1,0,0,5.3
2084,231,6,0,1,0,0,2.99
2085,231,7,0,0,0,0,1.38
2086,231,8,0,1,0,0,0.63
2087,231,9,0,1,0,0,0.23
2088,232,1,0,1,0,0,9.96
2089,232,2,0,1,0,0,8.56
2090,232,3,0,1,0,0,7.83
2091,232,4,0,1,0,0,7.23
2092,232,5,0,1,0,0,5.97
2093,232,6,0,1,0,0,4.17
2094,232,7,0,1,0,0,2.56
2095,232,8,0,0,0,0,1.1
2096,232,9,0,0,0,0,0.26
2097,233,1,0,1,0,0,9.98
2098,233,2,0,0,0,0,8.51
2099,233,3,0,0,0,0,7.74
2100,233,4,0,0,0,0,6.84
2101,233,5,0,0,0,0,5.44
2102,233,6,0,0,0,0,3.83
2103,233,7,0,1,0,0,2.19
2104,233,8,0,1,0,0,0.95
2105,233,9,0,0,0,0,0.11
2106,234,1,0,1,0,0,9.93
2107,234,2,0,0,0,0,8.45
2108,234,3,0,0,0,0,7.68
2109,234,4,0,0,0,0,6.53
2110,234,5,0,0,0,0,4.56
2111,234,6,0,0,0,0,3.04
2112,234,7,0,0,0,0,1.67
2113,234,8,0,0,0,0,0.51
2114,234,9,0,0,0,0,-0.15
2115,235,1,0,0,0,0,9.61
2116,235,2,0,0,0,0,8.31
2117,235,3,0,0,0,0,7.53
2118,235,4,0,0,0,0,6.14
2119,235,5,0,0,0,0,3.73
2120,235,6,0,0,0,0,2.07
2121,235,7,0,0,0,0,0.79
2122,235,8,0,0,0,0,0.01
2123,235,9,0,0,0,0,-0.36
2124,236,1,0,0,0,0,9.42
2125,236,2,0,0,0,0,8.24
2126,236,3,0,0,0,0,7.54
2127,236,4,0,0,0,0,6.21
2128,236,5,0,0,0,0,3.85
2129,236,6,0,0,0,0,2.13
2130,236,7,0,0,0,0,0.86
2131,236,8,0,0,0,0,0.07
2132,236,9,0,0,0,0,-0.34
2133,237,1,0,1,0,0,9.33
2134,237,2,0,1,0,0,8.09
2135,237,3,0,1,0,0,7.38
2136,237,4,0,0,0,0,6.4
2137,237,5,0,0,0,0,4.68
2138,237,6,0,0,0,0,2.83
2139,237,7,0,0,0,0,1.54
2140,237,8,0,0,0,0,0.54
2141,237,9,0,0,0,0,-0.27
2142,238,1,1,1,1,1,10.15
2143,238,2,0,1,0,0,8.7
2144,238,3,0,1,0,0,7.9
2145,238,4,0,0,0,0,6.9
2146,238,5,0,1,0,0,4.24
2147,238,6,0,0,0,0,1.77
2148,238,7,0,0,0,0,0.84
2149,238,8,0,0,0,0,0.53
2150,238,9,0,0,0,0,0.22
2151,239,1,1,1,1,1,10.46
2152,239,2,1,1,1,1,8.85
2153,239,3,0,1,0,0,7.89
2154,239,4,0,1,0,0,6.64
2155,239,5,0,1,0,0,3.96
2156,239,6,0,0,0,0,1.8
2157,239,7,0,0,0,0,0.86
2158,239,8,0,0,0,0,0.43
2159,239,9,0,0,0,0,0.09
2160,240,1,1,1,1,1,10.42
2161,240,2,0,1,1,1,8.75
2162,240,3,0,0,0,0,7.77
2163,240,4,0,1,0,0,6.12
2164,240,5,0,0,0,0,3.26
2165,240,6,0,0,0,0,1.54
2166,240,7,0,0,0,0,0.7
2167,240,8,0,0,0,0,0.37
2168,240,9,0,0,0,0,0.03
2169,241,1,0,1,0,0,9.95
2170,241,2,0,1,0,0,8.54
2171,241,3,0,0,0,0,7.79
2172,241,4,0,0,0,0,6.35
2173,241,5,0,0,0,0,3.63
2174,241,6,0,0,0,0,1.86
2175,241,7,0,0,0,0,0.97
2176,241,8,0,0,0,0,0.6
2177,241,9,0,0,0,0,0.33
2178,242,1,0,1,0,0,10.1
2179,242,2,0,1,0,0,8.52
2180,242,3,0,0,0,0,7.65
2181,242,4,0,0,0,0,6.39
2182,242,5,0,0,0,0,4.08
2183,242,6,0,0,0,0,2.21
2184,242,7,0,0,0,0,1.43
2185,242,8,0,0,0,0,0.92
2186,242,9,0,0,0,0,0.41
2187,243,1,0,0,0,0,9.8
2188,243,2,0,0,0,0,8.36
2189,243,3,0,0,0,0,7.49
2190,243,4,0,0,0,0,6.05
2191,243,5,0,0,0,0,3.66
2192,243,6,0,0,0,0,2.17
2193,243,7,0,0,0,0,1.44
2194,243,8,0,0,0,0,0.82
2195,243,9,0,0,0,0,0.17
2196,244,1,0,0,0,0,9.7
2197,244,2,0,0,0,0,8.27
2198,244,3,0,1,0,0,7.41
2199,244,4,0,1,0,0,5.55
2200,244,5,0,0,0,0,3.38
2201,244,6,0,0,0,0,2.15
2202,244,7,0,0,0,0,1.37
2203,244,8,0,0,0,0,0.72
2204,244,9,0,0,0,0,0.13
2205,245,1,0,0,0,0,9.81
2206,245,2,0,0,0,0,8.3
2207,245,3,0,1,0,0,7.34
2208,245,4,0,1,0,0,5.12
2209,245,5,0,0,0,0,2.66
2210,245,6,0,0,0,0,1.63
2211,245,7,0,0,0,0,0.93
2212,245,8,0,0,0,0,0.33
2213,245,9,0,0,0,0,-0.14
2214,246,1,0,0,0,0,9.85
2215,246,2,0,0,0,0,8.33
2216,246,3,0,0,0,0,7.49
2217,246,4,0,1,0,0,5.18
2218,246,5,0,0,1,0,2.32
2219,246,6,0,0,0,0,1.28
2220,246,7,0,0,0,0,0.63
2221,246,8,0,0,0,0,0.08
2222,246,9,0,0,0,0,-0.33
2223,247,1,0,0,0,0,9.92
2224,247,2,0,0,0,0,8.38
2225,247,3,0,0,0,0,7.57
2226,247,4,0,1,0,0,6.04
2227,247,5,0,1,0,0,3.06
2228,247,6,0,0,0,0,1.38
2229,247,7,0,0,0,0,0.72
2230,247,8,0,0,0,0,0.2
2231,247,9,0,0,0,0,-0.26
2232,248,1,0,1,0,0,10.16
2233,248,2,0,1,0,0,8.62
2234,248,3,0,0,0,0,7.74
2235,248,4,0,1,0,0,5.56
2236,248,5,1,1,1,1,2.37
2237,248,6,0,1,1,1,0.95
2238,248,7,0,1,0,0,0.19
2239,248,8,0,1,0,0,-0.3
