,time,rho,Isolation Forest,SVM,Autoencoder,Voted,mean
761,84,6,0,0,0,0,3.69
762,84,7,0,0,0,0,2.14
763,84,8,0,0,0,0,1.01
764,84,9,0,0,0,0,0.38
765,85,1,0,0,0,0,9.44
766,85,2,0,0,0,0,8.27
767,85,3,0,0,0,0,7.59
768,85,4,0,0,0,0,6.85
769,85,5,0,0,0,0,5.44
770,85,6,0,1,0,0,3.69
771,85,7,1,1,0,1,2.09
772,85,8,0,1,0,0,1.11
773,85,9,0,1,0,0,0.34
774,86,1,0,0,0,0,9.47
775,86,2,0,0,0,0,8.28
776,86,3,0,0,0,0,7.49
777,86,4,0,1,0,0,6.61
778,86,5,0,1,0,0,5.13
779,86,6,1,1,0,1,3.59
780,86,7,1,1,0,1,1.94
781,86,8,1,1,0,1,0.95
782,86,9,0,1,0,0,0.25
783,87,1,0,0,0,0,9.66
784,87,2,0,0,0,0,8.4
785,87,3,0,0,0,0,7.66
786,87,4,0,1,0,0,6.83
787,87,5,0,1,0,0,5.36
788,87,6,1,1,0,1,3.71
789,87,7,1,1,0,1,2.08
790,87,8,0,1,0,0,0.97
791,87,9,0,0,0,0,0.2
792,88,1,0,0,0,0,9.61
793,88,2,0,0,0,0,8.32
794,88,3,0,0,0,0,7.54
795,88,4,0,0,0,0,6.7
796,88,5,0,1,0,0,5.14
797,88,6,0,1,0,0,3.43
798,88,7,1,1,0,1,2.14
799,88,8,1,1,0,1,1.16
800,88,9,0,0,0,0,0.19
801,89,1,0,1,0,0,9.85
802,89,2,0,0,0,0,8.45
803,89,3,0,0,0,0,7.66
804,89,4,0,0,0,0,6.84
805,89,5,0,1,0,0,5.39
806,89,6,1,1,0,1,3.55
807,89,7,1,1,0,1,1.97
808,89,8,0,1,0,0,0.81
809,89,9,0,0,0,0,-0.06
810,90,1,0,1,0,0,9.88
811,90,2,0,0,0,0,8.48
812,90,3,0,0,0,0,7.77
813,90,4,0,0,0,0,7.01
814,90,5,0,1,0,0,5.14
815,90,6,0,1,0,0,2.77
816,90,7,0,1,0,0,1.43
817,90,8,0,0,0,0,0.53
818,90,9,0,0,0,0,-0.11
819,91,1,0,0,0,0,9.79
820,91,2,0,1,0,0,8.59
821,91,3,0,1,0,0,7.92
822,91,4,0,1,0,0,7.17
823,91,5,0,1,0,0,5.0
824,91,6,0,1,0,0,2.46
825,91,7,0,0,0,0,1.12
826,91,8,0,0,0,0,0.29
827,91,9,0,0,0,0,-0.22
828,92,1,0,1,0,0,9.82
829,92,2,0,1,0,0,8.62
830,92,3,0,1,0,0,7.96
831,92,4,0,1,0,0,7.25
832,92,5,0,0,0,0,5.18
833,92,6,0,1,0,0,2.55
834,92,7,0,0,0,0,1.09
835,92,8,0,0,0,0,0.22
836,92,9,0,0,0,0,-0.26
837,93,1,0,1,0,0,9.44
838,93,2,0,0,0,0,8.33
839,93,3,0,0,0,0,7.73
840,93,4,0,0,0,0,6.53
841,93,5,0,1,0,0,4.28
842,93,6,0,0,0,0,2.03
843,93,7,0,0,0,0,0.86
844,93,8,0,0,0,0,0.25
845,93,9,0,0,0,0,-0.15
846,94,1,0,1,0,0,10.02
847,94,2,0,1,0,0,8.6
848,94,3,0,1,0,0,7.97
849,94,4,0,1,0,0,7.23
850,94,5,0,1,0,0,5.02
851,94,6,0,0,0,0,2.69
852,94,7,0,0,0,0,1.75
853,94,8,0,0,0,0,1.19
854,94,9,0,1,0,0,0.78
855,95,1,1,1,0,1,10.11
856,95,2,1,1,1,1,8.74
857,95,3,1,1,1,1,8.11
858,95,4,0,1,0,0,7.55
859,95,5,1,1,0,1,6.17
860,95,6,0,1,0,0,4.2
861,95,7,0,0,0,0,2.5
862,95,8,1,1,0,1,1.46
863,95,9,0,1,0,0,0.66
864,96,1,0,0,0,0,9.82
865,96,2,0,1,0,0,8.57
866,96,3,0,1,0,0,8.02
867,96,4,0,1,0,0,7.54
868,96,5,1,1,1,1,6.43
869,96,6,0,1,0,0,4.43
870,96,7,0,0,0,0,2.71
871,96,8,0,1,0,0,1.63
872,96,9,1,1,0,1,0.96
873,97,1,0,0,0,0,9.5
874,97,2,0,0,0,0,8.42
875,97,3,0,1,0,0,8.01
876,97,4,1,1,0,1,7.54
877,97,5,1,1,1,1,6.58
878,97,6,1,1,1,1,4.89
879,97,7,1,1,1,1,3.26
880,97,8,1,1,1,1,2.08
881,97,9,1,1,1,1,1.15
882,98,1,0,0,0,0,9.43
883,98,2,0,0,0,0,8.44
884,98,3,0,1,0,0,7.98
885,98,4,0,1,0,0,7.46
886,98,5,1,1,1,1,6.46
887,98,6,1,1,1,1,4.81
888,98,7,1,1,1,1,3.34
889,98,8,1,1,1,1,2.19
890,98,9,1,1,1,1,1.34
891,99,1,0,0,0,0,9.63
892,99,2,0,1,0,0,8.53
893,99,3,0,1,0,0,8.08
894,99,4,1,1,0,1,7.57
895,99,5,1,1,1,1,6.36
896,99,6,0,1,0,0,4.46
897,99,7,1,1,0,1,3.04
898,99,8,1,1,1,1,2.0
899,99,9,1,1,1,1,1.27
900,100,1,0,1,0,0,9.44
901,100,2,0,0,0,0,8.36
902,100,3,0,1,0,0,7.94
903,100,4,0,1,0,0,7.29
904,100,5,0,0,0,0,5.79
905,100,6,0,0,0,0,4.33
906,100,7,1,1,1,1,2.98
907,100,8,1,1,1,1,1.93
908,100,9,1,1,1,1,1.37
909,101,1,0,0,0,0,9.79
910,101,2,0,0,0,0,8.43
911,101,3,0,1,0,0,7.84
912,101,4,0,1,0,0,7.35
913,101,5,0,1,0,0,6.19
914,101,6,0,0,0,0,4.15
915,101,7,1,1,1,1,3.04
916,101,8,1,1,1,1,2.25
917,101,9,1,1,1,1,1.47
918,102,1,0,1,1,1,10.19
919,102,2,0,1,0,0,8.7
920,102,3,0,1,0,0,7.95
921,102,4,0,1,0,0,7.33
922,102,5,0,0,0,0,6.04
923,102,6,0,1,0,0,4.3
924,102,7,1,1,1,1,3.17
925,102,8,1,1,1,1,2.31
926,102,9,1,1,1,1,1.3
927,103,1,0,0,0,0,9.78
928,103,2,0,1,0,0,8.57
929,103,3,0,1,0,0,7.89
930,103,4,0,1,0,0,7.39
931,103,5,1,1,1,1,6.33
932,103,6,1,1,1,1,4.54
933,103,7,0,1,0,0,2.77
934,103,8,0,1,0,0,1.51
935,103,9,0,1,0,0,0.66
936,104,1,0,0,0,0,9.58
937,104,2,0,0,0,0,8.4
938,104,3,0,1,0,0,7.78
939,104,4,0,1,0,0,7.1
940,104,5,0,1,0,0,5.35
941,104,6,0,1,0,0,3.61
942,104,7,0,1,0,0,2.59
943,104,8,1,1,0,1,1.82
944,104,9,1,1,1,1,1.13
945,105,1,0,0,0,0,9.58
946,105,2,1,1,0,1,8.54
947,105,3,0,1,0,0,7.98
948,105,4,0,1,0,0,7.4
949,105,5,0,1,0,0,5.38
950,105,6,0,0,0,0,2.91
951,105,7,0,1,0,0,2.21
952,105,8,0,1,0,0,1.69
953,105,9,1,1,0,1,0.95
954,106,1,0,0,0,0,9.48
955,106,2,0,0,0,0,8.3
956,106,3,0,1,0,0,7.73
957,106,4,0,1,0,0,7.29
958,106,5,0,1,0,0,5.6
959,106,6,0,1,0,0,3.19
960,106,7,0,1,0,0,2.34
961,106,8,1,1,0,1,1.68
962,106,9,1,1,1,1,1.04
963,107,1,0,0,0,0,9.47
964,107,2,0,0,0,0,8.26
965,107,3,0,1,0,0,7.54
966,107,4,0,0,0,0,6.84
967,107,5,0,0,0,0,5.5
968,107,6,0,1,0,0,3.8
969,107,7,0,1,0,0,2.56
970,107,8,1,1,0,1,1.75
971,107,9,1,1,1,1,1.23
972,108,1,0,1,0,0,9.28
973,108,2,0,1,0,0,8.24
974,108,3,0,0,0,0,7.75
975,108,4,0,1,0,0,7.21
976,108,5,0,1,0,0,5.65
977,108,6,0,1,0,0,3.64
978,108,7,0,1,0,0,2.23
979,108,8,0,1,0,0,1.24
980,108,9,0,1,0,0,0.52
981,109,1,0,1,0,0,9.5
982,109,2,0,1,0,0,8.35
983,109,3,0,1,0,0,7.86
984,109,4,0,1,0,0,7.33
985,109,5,0,1,0,0,5.84
986,109,6,0,1,0,0,3.68
987,109,7,1,1,0,1,2.12
988,109,8,0,1,0,0,0.86
989,109,9,0,1,0,0,0.12
990,110,1,0,0,0,0,9.55
991,110,2,0,0,0,0,8.31
992,110,3,0,0,0,0,7.65
993,110,4,0,0,0,0,6.78
994,110,5,0,0,0,0,4.83
995,110,6,0,0,0,0,3.06
996,110,7,0,0,0,0,1.72
997,110,8,0,0,0,0,0.8
998,110,9,0,0,0,0,0.23
999,111,1,0,1,0,0,10.0
1000,111,2,0,1,0,0,8.63
1001,111,3,0,1,0,0,7.87
1002,111,4,0,0,0,0,6.75
1003,111,5,0,0,0,0,5.05
1004,111,6,0,0,0,0,3.53
1005,111,7,0,0,0,0,2.2
1006,111,8,0,0,0,0,1.08
1007,111,9,0,0,0,0,0.25
1008,112,1,0,0,0,0,9.41
1009,112,2,0,0,0,0,8.26
1010,112,3,0,0,0,0,7.75
1011,112,4,0,1,0,0,7.24
1012,112,5,0,1,0,0,5.99
1013,112,6,1,1,0,1,3.99
1014,112,7,1,1,0,1,2.19
1015,112,8,0,1,0,0,1.14
1016,112,9,0,1,0,0,0.37
1017,113,1,0,1,0,0,9.17
1018,113,2,0,1,0,0,8.12
1019,113,3,0,1,0,0,7.56
1020,113,4,0,1,0,0,6.53
1021,113,5,0,1,0,0,4.71
1022,113,6,0,0,0,0,2.95
1023,113,7,0,1,0,0,1.98
1024,113,8,0,1,0,0,1.18
1025,113,9,0,1,0,0,0.49
1026,114,1,0,0,0,0,9.68
1027,114,2,0,0,0,0,8.42
1028,114,3,0,1,0,0,7.77
1029,114,4,0,0,0,0,6.9
1030,114,5,0,1,0,0,5.34
1031,114,6,0,1,0,0,3.59
1032,114,7,0,1,0,0,2.34
1033,114,8,0,1,0,0,1.52
1034,114,9,1,1,0,1,0.86
1035,115,1,0,1,0,0,9.68
1036,115,2,0,0,0,0,8.43
1037,115,3,0,0,0,0,7.75
1038,115,4,0,0,0,0,7.07
1039,115,5,0,1,0,0,5.32
1040,115,6,0,1,0,0,3.74
1041,115,7,1,1,0,1,2.58
1042,115,8,1,1,0,1,1.72
1043,115,9,1,1,1,1,1.07
1044,116,1,0,1,1,1,9.11
1045,116,2,0,1,0,0,8.1
1046,116,3,0,0,0,0,7.57
1047,116,4,0,0,0,0,6.78
1048,116,5,0,1,0,0,5.33
1049,116,6,1,1,0,1,4.0
1050,116,7,1,1,1,1,3.01
1051,116,8,1,1,1,1,2.07
1052,116,9,1,1,1,1,1.03
1053,117,1,0,0,0,0,9.65
1054,117,2,0,0,0,0,8.45
1055,117,3,0,1,0,0,7.8
1056,117,4,0,1,0,0,6.43
1057,117,5,0,1,0,0,4.58
1058,117,6,0,1,0,0,3.11
1059,117,7,0,1,0,0,2.19
1060,117,8,1,1,0,1,1.67
1061,117,9,1,1,1,1,1.25
1062,118,1,0,1,0,0,10.13
1063,118,2,0,1,0,0,8.59
1064,118,3,0,1,0,0,7.82
1065,118,4,0,1,0,0,6.53
1066,118,5,0,1,0,0,4.63
1067,118,6,0,0,0,0,3.27
1068,118,7,0,1,0,0,2.51
1069,118,8,1,1,1,1,1.9
1070,118,9,1,1,1,1,1.29
1071,119,1,0,0,0,0,9.8
1072,119,2,0,1,0,0,8.36
1073,119,3,0,0,0,0,7.48
1074,119,4,0,1,0,0,5.75
1075,119,5,0,1,0,0,3.98
1076,119,6,0,0,0,0,2.78
1077,119,7,0,1,0,0,2.13
1078,119,8,1,1,1,1,1.72
1079,119,9,1,1,1,1,1.15
1080,120,1,0,1,0,0,9.4
1081,120,2,0,1,0,0,8.35
1082,120,3,0,1,0,0,7.46
1083,120,4,0,1,0,0,5.63
1084,120,5,0,0,0,0,3.73
1085,120,6,0,1,0,0,2.41
1086,120,7,0,1,0,0,1.75
1087,120,8,0,1,0,0,1.4
1088,120,9,0,1,0,0,0.81
1089,121,1,0,0,0,0,9.61
1090,121,2,0,1,0,0,8.45
1091,121,3,0,1,0,0,7.82
1092,121,4,0,0,0,0,6.45
1093,121,5,0,1,0,0,4.05
1094,121,6,0,1,0,0,2.77
1095,121,7,0,1,0,0,2.13
1096,121,8,1,1,0,1,1.68
1097,121,9,1,1,1,1,1.13
1098,122,1,1,1,0,1,10.11
1099,122,2,0,1,0,0,8.65
1100,122,3,0,1,0,0,8.01
1101,122,4,0,1,0,0,7.06
1102,122,5,0,1,0,0,4.21
1103,122,6,0,1,0,0,2.4
1104,122,7,0,1,0,0,1.55
1105,122,8,0,0,0,0,1.08
1106,122,9,0,1,0,0,0.67
1107,123,1,0,1,0,0,9.12
1108,123,2,0,1,0,0,8.25
1109,123,3,0,1,0,0,7.78
1110,123,4,0,1,0,0,6.51
1111,123,5,0,1,0,0,3.29
1112,123,6,0,1,0,0,1.39
1113,123,7,0,1,0,0,0.61
1114,123,8,0,1,0,0,0.26
1115,123,9,0,1,0,0,0.15
1116,124,1,0,0,0,0,9.57
1117,124,2,0,0,0,0,8.3
1118,124,3,0,0,0,0,7.66
1119,124,4,1,1,0,1,5.73
1120,124,5,1,1,1,1,2.47
1121,124,6,1,1,1,1,0.9
1122,124,7,0,0,0,0,0.37
1123,124,8,0,0,0,0,0.14
1124,124,9,0,0,0,0,0.02
1125,125,1,0,0,0,0,9.8
1126,125,2,1,1,0,1,8.54
1127,125,3,0,1,0,0,8.02
1128,125,4,0,1,0,0,6.67
1129,125,5,1,1,0,1,3.66
1130,125,6,1,1,1,1,1.64
1131,125,7,0,1,0,0,0.45
1132,125,8,0,0,0,0,0.0
1133,125,9,0,0,0,0,-0.23
1134,126,1,0,0,0,0,9.68
1135,126,2,0,1,0,0,8.37
1136,126,3,0,1,0,0,7.66
1137,126,4,1,1,0,1,5.72
1138,126,5,1,1,1,1,2.96
1139,126,6,1,1,1,1,1.3
1140,126,7,0,1,0,0,0.31
1141,126,8,0,0,0,0,-0.08
1142,126,9,0,0,0,0,-0.28
1143,127,1,0,0,0,0,9.77
1144,127,2,0,0,0,0,8.37
1145,127,3,0,0,0,0,7.73
1146,127,4,0,1,0,0,6.45
1147,127,5,1,1,0,1,3.52
1148,127,6,0,0,0,0,1.28
1149,127,7,0,0,0,0,0.4
1150,127,8,0,0,0,0,0.02
1151,127,9,0,0,0,0,-0.15
1152,128,1,0,0,0,0,9.7
1153,128,2,0,1,0,0,8.16
1154,128,3,0,1,0,0,7.57
1155,128,4,0,0,0,0,6.59
1156,128,5,0,0,0,0,3.73
1157,128,6,0,0,0,0,1.31
1158,128,7,0,0,0,0,0.44
1159,128,8,0,0,0,0,0.16
1160,128,9,0,0,0,0,0.08
1161,129,1,0,1,0,0,10.08
1162,129,2,0,1,0,0,8.48
1163,129,3,0,1,0,0,7.77
1164,129,4,0,1,0,0,7.18
1165,129,5,0,1,0,0,5.25
1166,129,6,0,1,0,0,2.81
1167,129,7,1,1,0,1,1.55
1168,129,8,0,1,0,0,0.96
1169,129,9,0,1,0,0,0.58
1170,130,1,0,0,0,0,9.55
1171,130,2,0,1,0,0,8.16
1172,130,3,0,0,0,0,7.54
1173,130,4,0,0,0,0,6.91
1174,130,5,0,0,0,0,5.01
1175,130,6,0,1,0,0,2.75
1176,130,7,0,1,0,0,1.39
1177,130,8,0,1,0,0,0.71
1178,130,9,0,1,0,0,0.36
1179,131,1,0,0,0,0,9.87
1180,131,2,0,0,0,0,8.36
1181,131,3,0,0,0,0,7.68
1182,131,4,0,0,0,0,7.0
1183,131,5,0,0,0,0,5.23
1184,131,6,0,1,0,0,3.04
1185,131,7,0,1,0,0,1.67
1186,131,8,0,1,0,0,0.92
1187,131,9,0,1,0,0,0.35
1188,132,1,0,1,0,0,10.07
1189,132,2,0,0,0,0,8.47
1190,132,3,0,1,0,0,7.75
1191,132,4,0,0,0,0,6.94
1192,132,5,0,0,0,0,5.39
1193,132,6,0,0,0,0,3.38
1194,132,7,0,0,0,0,1.62
1195,132,8,0,1,0,0,0.83
1196,132,9,0,1,0,0,0.44
1197,133,1,0,0,0,0,9.82
1198,133,2,0,0,0,0,8.34
1199,133,3,0,0,0,0,7.66
1200,133,4,0,0,0,0,6.71
1201,133,5,0,0,0,0,4.58
1202,133,6,0,0,0,0,2.06
1203,133,7,0,0,0,0,0.74
1204,133,8,0,0,0,0,0.23
1205,133,9,0,0,0,0,-0.1
1206,134,1,0,1,0,0,9.89
1207,134,2,0,1,0,0,8.45
1208,134,3,0,0,0,0,7.76
1209,134,4,0,0,0,0,6.91
1210,134,5,0,1,0,0,5.14
1211,134,6,0,1,0,0,3.29
1212,134,7,0,0,0,0,1.76
1213,134,8,0,0,0,0,0.64
1214,134,9,0,0,0,0,0.03
1215,135,1,1,1,0,1,9.98
1216,135,2,0,1,0,0,8.41
1217,135,3,0,1,0,0,7.61
1218,135,4,0,0,0,0,6.57
1219,135,5,0,1,0,0,4.73
1220,135,6,0,0,0,0,2.99
1221,135,7,0,0,0,0,1.51
1222,135,8,0,0,0,0,0.73
1223,135,9,0,0,0,0,0.32
1224,136,1,0,0,0,0,9.93
1225,136,2,0,0,0,0,8.41
1226,136,3,0,0,0,0,7.59
1227,136,4,0,1,0,0,5.85
1228,136,5,0,1,0,0,3.69
1229,136,6,0,0,0,0,2.16
1230,136,7,0,0,0,0,0.93
1231,136,8,0,0,0,0,0.39
1232,136,9,0,0,0,0,0.03
1233,137,1,1,1,0,1,10.1
1234,137,2,0,0,0,0,8.42
1235,137,3,0,0,0,0,7.62
1236,137,4,0,0,0,0,6.53
1237,137,5,0,1,0,0,4.83
1238,137,6,0,0,0,0,3.07
1239,137,7,0,0,0,0,1.55
1240,137,8,0,0,0,0,0.6
1241,137,9,0,0,0,0,0.01
1242,138,1,0,0,0,0,9.77
1243,138,2,0,0,0,0,8.4
1244,138,3,0,0,0,0,7.71
1245,138,4,0,0,0,0,6.61
1246,138,5,0,1,0,0,4.1
1247,138,6,0,0,0,0,2.47
1248,138,7,0,0,0,0,1.3
1249,138,8,0,0,0,0,0.45
1250,138,9,0,0,0,0,-0.06
1251,139,1,0,0,0,0,9.65
1252,139,2,0,0,0,0,8.39
1253,139,3,0,0,0,0,7.68
1254,139,4,0,1,0,0,6.0
1255,139,5,1,1,0,1,3.18
1256,139,6,0,1,0,0,1.72
1257,139,7,0,0,0,0,0.84
1258,139,8,0,0,0,0,0.17
1259,139,9,0,0,0,0,-0.27
1260,140,1,0,0,0,0,9.46
1261,140,2,0,0,0,0,8.28
1262,140,3,0,0,0,0,7.49
1263,140,4,0,1,0,0,5.73
1264,140,5,0,1,0,0,3.37
1265,140,6,0,1,0,0,1.87
1266,140,7,0,1,0,0,0.95
1267,140,8,0,0,0,0,0.18
1268,140,9,0,0,0,0,-0.29
1269,141,1,0,0,0,0,9.65
1270,141,2,0,0,0,0,8.41
1271,141,3,0,0,0,0,7.76
1272,141,4,0,0,0,0,6.51
1273,141,5,0,1,0,0,3.99
1274,141,6,0,1,0,0,2.08
1275,141,7,0,1,0,0,0.97
1276,141,8,0,0,0,0,0.12
1277,141,9,0,0,0,0,-0.35
1278,142,1,0,0,0,0,9.53
1279,142,2,0,1,0,0,8.21
1280,142,3,0,0,0,0,7.55
1281,142,4,0,1,0,0,6.32
1282,142,5,0,1,0,0,3.64
1283,142,6,0,0,0,0,1.84
1284,142,7,0,0,0,0,0.89
1285,142,8,0,0,0,0,0.28
1286,142,9,0,0,0,0,-0.3
1287,143,1,0,1,0,0,9.35
1288,143,2,0,1,0,0,8.17
1289,143,3,0,0,0,0,7.59
1290,143,4,0,0,0,0,6.48
1291,143,5,0,0,0,0,3.94
1292,143,6,0,0,0,0,1.99
1293,143,7,0,0,0,0,1.13
1294,143,8,0,0,0,0,0.56
1295,143,9,0,0,0,0,-0.05
1296,144,1,0,1,0,0,9.34
1297,144,2,0,1,0,0,8.18
1298,144,3,0,0,0,0,7.72
1299,144,4,0,1,0,0,7.0
1300,144,5,0,1,0,0,4.59
1301,144,6,0,1,0,0,2.41
1302,144,7,0,0,0,0,1.4
1303,144,8,0,1,0,0,0.66
1304,144,9,0,1,0,0,-0.16
1305,145,1,0,1,0,0,9.55
1306,145,2,0,0,0,0,8.25
1307,145,3,0,0,0,0,7.73
1308,145,4,0,1,0,0,6.67
1309,145,5,1,1,0,1,4.56
1310,145,6,1,1,0,1,3.04
1311,145,7,0,1,0,0,1.88
1312,145,8,0,1,0,0,0.73
1313,145,9,0,1,0,0,-0.19
1314,146,1,0,1,0,0,9.36
1315,146,2,0,1,0,0,8.2
1316,146,3,0,1,0,0,7.61
1317,146,4,0,1,0,0,5.83
1318,146,5,0,1,0,0,3.42
1319,146,6,0,1,0,0,2.16
1320,146,7,0,0,0,0,1.57
1321,146,8,0,1,0,0,0.99
1322,146,9,0,1,0,0,0.32
1323,147,1,0,1,0,0,9.38
1324,147,2,0,1,0,0,8.08
1325,147,3,0,1,0,0,7.26
1326,147,4,0,1,0,0,5.49
1327,147,5,0,1,0,0,3.55
1328,147,6,0,1,0,0,2.43
1329,147,7,0,1,0,0,1.74
1330,147,8,0,1,0,0,1.15
1331,147,9,0,1,0,0,0.39
1332,148,1,1,1,1,1,9.99
1333,148,2,1,1,1,1,8.7
1334,148,3,1,1,1,1,7.88
1335,148,4,1,1,0,1,6.72
1336,148,5,1,1,0,1,4.77
1337,148,6,1,1,0,1,3.16
1338,148,7,1,1,0,1,1.94
1339,148,8,0,1,0,0,1.14
1340,148,9,0,1,0,0,0.52
1341,149,1,0,0,0,0,9.71
1342,149,2,0,0,0,0,8.28
1343,149,3,0,0,0,0,7.56
1344,149,4,0,0,0,0,6.13
1345,149,5,0,1,0,0,3.37
1346,149,6,0,0,0,0,1.74
1347,149,7,0,0,0,0,1.12
1348,149,8,0,0,0,0,0.62
1349,149,9,0,0,0,0,-0.09
1350,150,1,0,0,0,0,9.59
1351,150,2,0,0,0,0,8.23
1352,150,3,0,0,0,0,7.64
1353,150,4,0,0,0,0,6.39
1354,150,5,0,0,0,0,3.48
1355,150,6,0,1,0,0,1.83
1356,150,7,0,0,0,0,1.09
1357,150,8,0,0,0,0,0.63
1358,150,9,0,0,0,0,0.07
1359,151,1,0,0,0,0,9.65
1360,151,2,0,0,0,0,8.42
1361,151,3,0,0,0,0,7.75
1362,151,4,0,0,0,0,6.53
1363,151,5,0,1,0,0,3.81
1364,151,6,0,0,0,0,1.8
1365,151,7,0,0,0,0,0.96
1366,151,8,0,0,0,0,0.28
1367,151,9,0,1,0,0,-0.26
1368,152,1,0,0,0,0,9.77
1369,152,2,0,0,0,0,8.5
1370,152,3,0,1,0,0,7.89
1371,152,4,0,1,0,0,6.82
1372,152,5,1,1,0,1,3.62
1373,152,6,0,0,0,0,1.59
1374,152,7,0,0,0,0,0.86
1375,152,8,0,0,0,0,0.39
1376,152,9,0,0,0,0,-0.09
1377,153,1,0,0,0,0,9.7
1378,153,2,0,0,0,0,8.39
1379,153,3,0,0,0,0,7.71
1380,153,4,0,1,0,0,6.18
1381,153,5,1,1,0,1,3.66
1382,153,6,0,1,0,0,1.96
1383,153,7,0,0,0,0,1.18
1384,153,8,0,0,0,0,0.7
1385,153,9,0,0,0,0,0.26
1386,154,1,0,0,0,0,9.58
1387,154,2,0,0,0,0,8.37
1388,154,3,0,0,0,0,7.71
1389,154,4,0,1,0,0,6.22
1390,154,5,1,1,0,1,3.27
1391,154,6,0,1,0,0,1.65
1392,154,7,0,0,0,0,0.94
1393,154,8,0,0,0,0,0.49
1394,154,9,0,0,0,0,0.13
1395,155,1,0,0,0,0,9.82
1396,155,2,0,1,0,0,8.59
1397,155,3,0,1,0,0,7.88
1398,155,4,0,1,0,0,7.05
1399,155,5,0,1,0,0,5.34
1400,155,6,0,1,0,0,3.21
1401,155,7,0,0,0,0,1.45
1402,155,8,0,0,0,0,0.72
1403,155,9,0,1,0,0,0.42
1404,156,1,0,0,0,0,9.78
1405,156,2,0,1,0,0,8.57
1406,156,3,0,1,0,0,7.91
1407,156,4,0,1,0,0,6.77
1408,156,5,0,1,0,0,4.53
1409,156,6,0,1,0,0,2.37
1410,156,7,0,1,0,0,1.11
1411,156,8,0,0,0,0,0.51
1412,156,9,0,0,0,0,0.12
1413,157,1,0,1,1,1,10.24
1414,157,2,1,1,1,1,8.8
1415,157,3,0,1,0,0,8.05
1416,157,4,0,1,0,0,7.07
1417,157,5,1,1,0,1,4.67
1418,157,6,0,1,0,0,2.45
1419,157,7,0,1,0,0,1.34
1420,157,8,0,1,0,0,0.8
1421,157,9,0,0,0,0,0.28
1422,158,1,0,0,0,0,9.69
1423,158,2,0,0,0,0,8.48
1424,158,3,0,1,0,0,7.73
1425,158,4,1,1,0,1,6.28
1426,158,5,1,1,0,1,4.3
1427,158,6,0,1,0,0,2.73
1428,158,7,0,1,0,0,1.86
1429,158,8,0,1,0,0,1.36
1430,158,9,0,1,0,0,0.88
1431,159,1,0,1,0,0,9.85
1432,159,2,0,0,0,0,8.53
1433,159,3,0,1,0,0,7.81
1434,159,4,1,1,0,1,5.92
1435,159,5,0,1,0,0,3.62
1436,159,6,0,0,0,0,2.25
1437,159,7,0,1,0,0,1.58
1438,159,8,0,1,0,0,1.11
1439,159,9,0,1,0,0,0.53
1440,160,1,0,0,0,0,9.65
1441,160,2,0,1,0,0,8.57
1442,160,3,0,1,0,0,7.96
1443,160,4,0,1,0,0,6.83
1444,160,5,1,1,0,1,4.18
1445,160,6,0,1,0,0,2.05
1446,160,7,0,1,0,0,1.14
1447,160,8,0,1,0,0,0.59
1448,160,9,0,1,0,0,0.0
1449,161,1,0,1,0,0,9.3
1450,161,2,0,0,0,0,8.38
1451,161,3,0,1,0,0,7.59
1452,161,4,1,1,0,1,5.26
1453,161,5,0,1,0,0,2.53
1454,161,6,0,0,0,0,1.34
1455,161,7,0,0,0,0,0.8
1456,161,8,0,0,0,0,0.3
1457,161,9,0,0,0,0,-0.17
1458,162,1,0,0,0,0,9.44
1459,162,2,0,0,0,0,8.28
1460,162,3,0,1,1,1,7.03
1461,162,4,1,1,1,1,4.88
1462,162,5,0,1,0,0,3.02
1463,162,6,0,1,0,0,1.83
1464,162,7,0,1,0,0,1.27
1465,162,8,0,1,0,0,1.0
1466,162,9,0,1,0,0,0.68
1467,163,1,0,0,0,0,9.67
1468,163,2,0,0,0,0,8.29
1469,163,3,0,1,0,0,7.08
1470,163,4,1,1,1,1,4.89
1471,163,5,0,1,0,0,3.05
1472,163,6,0,1,0,0,1.82
1473,163,7,0,1,0,0,1.1
1474,163,8,0,1,0,0,0.55
1475,163,9,0,0,0,0,-0.11
1476,164,1,0,1,0,0,9.36
1477,164,2,0,1,0,0,8.18
1478,164,3,0,1,0,0,7.42
1479,164,4,0,1,0,0,5.67
1480,164,5,0,1,0,0,3.37
1481,164,6,0,1,0,0,2.03
1482,164,7,0,0,0,0,1.06
1483,164,8,0,0,0,0,0.37
1484,164,9,0,0,0,0,-0.09
1485,165,1,0,0,0,0,9.63
1486,165,2,0,0,0,0,8.27
1487,165,3,0,0,0,0,7.51
1488,165,4,0,0,0,0,6.13
1489,165,5,0,0,0,0,4.06
1490,165,6,0,0,0,0,2.38
1491,165,7,0,0,0,0,1.29
1492,165,8,0,0,0,0,0.52
1493,165,9,0,0,0,0,-0.02
1494,166,1,0,0,0,0,9.58
1495,166,2,0,0,0,0,8.23
1496,166,3,0,0,0,0,7.62
1497,166,4,0,0,0,0,6.68
1498,166,5,0,0,0,0,4.99
1499,166,6,0,0,0,0,2.9
1500,166,7,0,0,0,0,1.33
1501,166,8,0,0,0,0,0.34
1502,166,9,0,0,0,0,-0.27
1503,167,1,0,1,0,0,9.59
1504,167,2,0,1,0,0,8.17
1505,167,3,0,1,0,0,7.39
1506,167,4,0,1,0,0,5.78
