time,rho,Isolation Forest,SVM,Autoencoder,Voted
757,2,1,1,1,1
757,3,1,1,1,1
757,4,0,1,0,0
757,5,1,1,1,1
757,6,1,1,1,1
757,7,1,1,1,1
757,8,1,1,1,1
757,9,1,1,1,1
758,1,0,1,0,0
758,2,0,1,0,0
758,3,0,0,0,0
758,4,0,1,0,0
758,5,1,1,0,1
758,6,1,1,1,1
758,7,1,1,0,1
758,8,0,1,0,0
758,9,1,1,1,1
759,1,1,1,1,1
759,2,1,1,1,1
759,3,0,1,0,0
759,4,0,1,0,0
759,5,1,1,0,1
759,6,1,1,0,1
759,7,1,1,0,1
759,8,0,0,0,0
759,9,0,1,0,0
760,1,1,1,1,1
760,2,1,1,1,1
760,3,0,1,0,0
760,4,0,1,0,0
760,5,1,1,1,1
760,6,1,1,1,1
760,7,1,1,0,1
760,8,0,1,0,0
760,9,0,0,0,0
761,1,1,1,1,1
761,2,1,1,1,1
761,3,0,1,0,0
761,4,0,1,0,0
761,5,1,1,1,1
761,6,1,1,1,1
761,7,1,1,0,1
761,8,0,1,0,0
761,9,0,0,0,0
762,1,1,1,1,1
762,2,1,1,1,1
762,3,0,1,0,0
762,4,0,1,0,0
762,5,1,1,1,1
762,6,1,1,1,1
762,7,0,1,0,0
762,8,0,1,0,0
762,9,0,1,0,0
763,1,1,1,1,1
763,2,1,1,1,1
763,3,1,1,1,1
763,4,1,1,1,1
763,5,1,1,1,1
763,6,1,1,1,1
763,7,1,1,0,1
763,8,0,1,0,0
763,9,0,0,0,0
764,1,1,1,0,1
764,2,1,1,1,1
764,3,0,1,1,1
764,4,0,1,0,0
764,5,1,1,0,1
764,6,1,1,0,1
764,7,0,1,0,0
764,8,0,1,0,0
764,9,0,0,0,0
765,1,0,1,0,0
765,2,0,0,0,0
765,3,0,0,0,0
765,4,0,0,0,0
765,5,0,1,0,0
765,6,0,1,0,0
765,7,0,1,0,0
765,8,0,1,0,0
765,9,0,1,0,0
766,1,0,0,0,0
766,2,0,0,0,0
766,3,0,0,0,0
766,4,0,0,0,0
766,5,0,0,0,0
766,6,0,0,0,0
766,7,0,1,0,0
766,8,0,1,0,0
766,9,0,1,0,0
767,1,1,1,1,1
767,2,1,1,1,1
767,3,0,1,0,0
767,4,0,1,0,0
767,5,0,1,0,0
767,6,0,1,1,1
767,7,1,1,1,1
767,8,1,1,1,1
767,9,1,1,1,1
768,1,0,1,0,0
768,2,0,1,0,0
768,3,0,1,0,0
768,4,0,1,0,0
768,5,0,1,0,0
768,6,0,1,1,1
768,7,1,1,1,1
768,8,1,1,0,1
768,9,0,0,0,0
769,1,0,0,0,0
769,2,0,1,0,0
769,3,0,1,0,0
769,4,0,1,0,0
769,5,1,1,1,1
769,6,1,1,1,1
769,7,1,1,0,1
769,8,0,1,0,0
769,9,0,0,0,0
770,1,0,0,0,0
770,2,0,1,0,0
770,3,0,1,0,0
770,4,1,1,0,1
770,5,1,1,1,1
770,6,1,1,0,1
770,7,0,1,0,0
770,8,0,0,0,0
770,9,0,0,0,0
771,1,0,0,0,0
771,2,1,1,1,1
771,3,1,1,1,1
771,4,1,1,0,1
771,5,1,1,1,1
771,6,1,1,0,1
771,7,0,1,0,0
771,8,0,0,0,0
771,9,0,0,0,0
772,1,0,1,0,0
772,2,1,1,1,1
772,3,1,1,1,1
772,4,1,1,0,1
772,5,1,1,1,1
772,6,1,1,0,1
772,7,1,1,0,1
772,8,0,0,0,0
772,9,0,0,0,0
773,1,0,0,0,0
773,2,0,1,1,1
773,3,0,1,1,1
773,4,0,1,0,0
773,5,0,1,0,0
773,6,1,1,0,1
773,7,0,1,0,0
773,8,0,0,0,0
773,9,0,1,0,0
774,1,0,0,0,0
774,2,0,1,0,0
774,3,0,1,0,0
774,4,0,1,0,0
774,5,0,1,0,0
774,6,0,1,0,0
774,7,0,0,0,0
774,8,0,0,0,0
774,9,0,1,0,0
775,1,0,0,0,0
775,2,0,1,0,0
775,3,0,1,0,0
775,4,0,1,0,0
775,5,0,1,0,0
775,6,0,1,0,0
775,7,0,0,0,0
775,8,0,0,0,0
775,9,0,0,0,0
776,1,0,0,0,0
776,2,0,1,0,0
776,3,0,1,0,0
776,4,0,1,0,0
776,5,0,1,0,0
776,6,1,1,1,1
776,7,0,1,0,0
776,8,0,0,0,0
776,9,0,0,0,0
777,1,0,1,0,0
777,2,1,1,1,1
777,3,1,1,1,1
777,4,0,1,0,0
777,5,0,0,0,0
777,6,1,1,1,1
777,7,1,1,0,1
777,8,0,0,0,0
777,9,0,0,0,0
778,1,0,0,0,0
778,2,0,1,0,0
778,3,0,1,0,0
778,4,0,0,0,0
778,5,0,0,0,0
778,6,0,1,0,0
778,7,0,1,0,0
778,8,0,0,0,0
778,9,0,0,0,0
779,1,0,0,0,0
779,2,0,1,0,0
779,3,0,1,0,0
779,4,0,0,0,0
779,5,0,0,0,0
779,6,0,0,0,0
779,7,0,0,0,0
779,8,0,0,0,0
779,9,0,0,0,0
780,1,0,0,0,0
780,2,0,1,0,0
780,3,0,1,0,0
780,4,0,0,0,0
780,5,0,0,0,0
780,6,0,0,0,0
780,7,0,0,0,0
780,8,0,0,0,0
780,9,0,0,0,0
781,1,1,1,1,1
781,2,1,1,1,1
781,3,0,1,0,0
781,4,0,1,0,0
781,5,0,1,0,0
781,6,0,0,0,0
781,7,0,0,0,0
781,8,0,0,0,0
781,9,0,0,0,0
782,1,0,1,0,0
782,2,0,1,0,0
782,3,0,1,0,0
782,4,0,0,0,0
782,5,0,0,0,0
782,6,0,0,0,0
782,7,0,0,0,0
782,8,0,0,0,0
782,9,0,0,0,0
783,1,0,0,0,0
783,2,0,1,0,0
783,3,0,1,0,0
783,4,0,0,0,0
783,5,0,0,0,0
783,6,0,0,0,0
783,7,0,0,0,0
783,8,0,0,0,0
783,9,0,0,0,0
784,1,0,1,0,0
784,2,0,1,0,0
784,3,0,1,0,0
784,4,0,0,0,0
784,5,0,0,0,0
784,6,0,0,0,0
784,7,0,0,0,0
784,8,0,0,0,0
784,9,0,0,0,0
785,1,0,1,0,0
785,2,0,1,0,0
785,3,0,1,0,0
785,4,0,0,0,0
785,5,0,0,0,0
785,6,0,0,0,0
785,7,0,0,0,0
785,8,0,0,0,0
785,9,0,1,0,0
786,1,0,1,0,0
786,2,0,1,0,0
786,3,0,1,0,0
786,4,0,1,0,0
786,5,0,1,0,0
786,6,0,1,0,0
786,7,0,0,0,0
786,8,0,1,0,0
786,9,0,1,0,0
787,1,0,0,0,0
787,2,0,0,0,0
787,3,0,1,0,0
787,4,0,1,0,0
787,5,0,1,0,0
787,6,0,1,0,0
787,7,0,1,0,0
787,8,0,1,0,0
787,9,0,1,0,0
788,1,0,0,0,0
788,2,0,0,0,0
788,3,0,1,0,0
788,4,0,1,0,0
788,5,0,1,0,0
788,6,0,1,0,0
788,7,0,1,0,0
788,8,0,1,0,0
788,9,0,0,0,0
789,1,0,1,0,0
789,2,0,0,0,0
789,3,0,0,0,0
789,4,0,0,0,0
789,5,0,0,0,0
789,6,0,1,0,0
789,7,0,0,0,0
789,8,0,0,0,0
789,9,0,0,0,0
790,1,0,0,0,0
790,2,0,1,0,0
790,3,0,1,0,0
790,4,0,1,0,0
790,5,0,1,0,0
790,6,0,0,0,0
790,7,0,0,0,0
790,8,0,0,0,0
790,9,0,0,0,0
791,1,0,1,0,0
791,2,1,1,1,1
791,3,1,1,1,1
791,4,1,1,0,1
791,5,0,0,0,0
791,6,0,0,0,0
791,7,0,0,0,0
791,8,0,0,0,0
791,9,0,0,0,0
792,1,0,0,0,0
792,2,0,0,0,0
792,3,0,0,0,0
792,4,0,1,0,0
792,5,0,0,0,0
792,6,0,0,0,0
792,7,0,0,0,0
792,8,0,0,0,0
792,9,0,0,0,0
793,1,0,1,0,0
793,2,0,1,1,1
793,3,0,1,0,0
793,4,0,0,0,0
793,5,0,0,0,0
793,6,0,0,0,0
793,7,0,0,0,0
793,8,0,0,0,0
793,9,0,0,0,0
794,1,0,1,0,0
794,2,0,1,0,0
794,3,0,0,0,0
794,4,0,1,0,0
794,5,0,0,0,0
794,6,0,0,0,0
794,7,0,0,0,0
794,8,0,0,0,0
794,9,0,0,0,0
795,1,0,1,0,0
795,2,0,1,0,0
795,3,0,0,0,0
795,4,0,0,0,0
795,5,0,0,0,0
795,6,0,0,0,0
795,7,0,0,0,0
795,8,0,0,0,0
795,9,0,0,0,0
796,1,0,1,0,0
796,2,0,1,0,0
796,3,0,1,0,0
796,4,1,1,0,1
796,5,0,0,0,0
796,6,0,0,0,0
796,7,0,0,0,0
796,8,0,0,0,0
796,9,0,0,0,0
797,1,0,1,0,0
797,2,0,1,0,0
797,3,0,0,0,0
797,4,0,0,0,0
797,5,0,0,0,0
797,6,0,0,0,0
797,7,0,0,0,0
797,8,0,0,0,0
797,9,0,0,0,0
798,1,0,1,0,0
798,2,0,1,0,0
798,3,0,0,0,0
798,4,0,1,0,0
798,5,0,0,0,0
798,6,0,0,0,0
798,7,0,0,0,0
798,8,0,0,0,0
798,9,0,0,0,0
799,1,0,0,0,0
799,2,0,1,0,0
799,3,0,1,0,0
799,4,0,1,0,0
799,5,0,0,0,0
799,6,0,0,0,0
799,7,0,0,0,0
799,8,0,0,0,0
799,9,0,0,0,0
800,1,0,0,0,0
800,2,0,0,0,0
800,3,0,1,0,0
800,4,1,1,1,1
800,5,0,0,0,0
800,6,0,0,0,0
800,7,0,0,0,0
800,8,0,0,0,0
800,9,0,0,0,0
801,1,0,0,0,0
801,2,0,0,0,0
801,3,0,1,0,0
801,4,0,1,0,0
801,5,0,0,0,0
801,6,0,0,0,0
801,7,0,0,0,0
801,8,0,0,0,0
801,9,0,0,0,0
802,1,0,0,0,0
802,2,0,1,0,0
802,3,1,1,1,1
802,4,1,1,1,1
802,5,1,1,1,1
802,6,0,0,0,0
802,7,0,0,0,0
802,8,0,0,0,0
802,9,0,0,0,0
803,1,0,0,0,0
803,2,0,0,0,0
803,3,0,1,0,0
803,4,0,0,0,0
803,5,0,1,0,0
803,6,0,0,0,0
803,7,0,0,0,0
803,8,0,0,0,0
803,9,0,0,0,0
804,1,0,0,0,0
804,2,0,0,0,0
804,3,0,0,0,0
804,4,0,0,0,0
804,5,0,0,0,0
804,6,0,1,0,0
804,7,0,0,0,0
804,8,0,0,0,0
804,9,0,0,0,0
805,1,0,0,0,0
805,2,0,0,0,0
805,3,0,0,0,0
805,4,0,0,0,0
805,5,0,0,0,0
805,6,0,0,0,0
805,7,0,0,0,0
805,8,0,0,0,0
805,9,0,0,0,0
806,1,0,0,0,0
806,2,0,0,0,0
806,3,0,0,0,0
806,4,0,0,0,0
806,5,0,0,0,0
806,6,0,0,0,0
806,7,0,0,0,0
806,8,0,0,0,0
806,9,0,0,0,0
807,1,0,0,0,0
807,2,0,0,0,0
807,3,0,1,0,0
807,4,0,0,0,0
807,5,0,1,0,0
807,6,0,0,0,0
807,7,0,0,0,0
807,8,0,0,0,0
807,9,0,0,0,0
808,1,0,0,0,0
808,2,0,1,0,0
808,3,0,1,0,0
808,4,0,0,0,0
808,5,0,0,0,0
808,6,0,0,0,0
808,7,0,0,0,0
808,8,0,0,0,0
808,9,0,0,0,0
809,1,0,0,0,0
809,2,0,0,0,0
809,3,0,0,0,0
809,4,0,0,0,0
809,5,0,0,0,0
809,6,0,0,0,0
809,7,0,0,0,0
809,8,0,0,0,0
809,9,0,0,0,0
810,1,0,0,0,0
810,2,0,0,0,0
810,3,0,0,0,0
810,4,0,0,0,0
810,5,0,0,0,0
810,6,0,0,0,0
810,7,0,0,0,0
810,8,0,1,0,0
810,9,0,1,0,0
811,1,0,0,0,0
811,2,0,0,0,0
811,3,0,1,0,0
811,4,0,0,0,0
811,5,0,0,0,0
811,6,0,0,0,0
811,7,0,0,0,0
811,8,0,1,0,0
811,9,0,1,0,0
812,1,0,0,0,0
812,2,0,0,0,0
812,3,0,0,0,0
812,4,0,0,0,0
812,5,0,1,0,0
812,6,0,1,0,0
812,7,0,1,0,0
812,8,0,1,0,0
812,9,0,1,0,0
813,1,0,0,0,0
813,2,0,0,0,0
813,3,0,1,0,0
813,4,0,1,0,0
813,5,0,1,0,0
813,6,0,1,0,0
813,7,0,1,0,0
813,8,0,1,0,0
813,9,0,1,0,0
814,1,0,0,0,0
814,2,0,0,0,0
814,3,0,0,0,0
814,4,0,1,0,0
814,5,0,1,0,0
814,6,0,1,0,0
814,7,0,1,0,0
814,8,0,1,0,0
814,9,0,1,0,0
815,1,0,0,0,0
815,2,0,0,0,0
815,3,0,1,0,0
815,4,0,1,0,0
815,5,1,1,0,1
815,6,0,1,0,0
815,7,0,0,0,0
815,8,0,1,0,0
815,9,0,1,0,0
816,1,0,1,0,0
816,2,0,1,0,0
816,3,0,0,0,0
816,4,0,1,0,0
816,5,1,1,0,1
816,6,1,1,0,1
816,7,0,1,0,0
816,8,0,1,0,0
816,9,0,0,0,0
817,1,0,0,0,0
817,2,0,0,0,0
817,3,0,0,0,0
817,4,0,1,0,0
817,5,1,1,0,1
817,6,1,1,0,1
817,7,0,1,0,0
817,8,0,0,0,0
817,9,0,0,0,0
818,1,1,1,1,1
818,2,0,1,0,0
818,3,0,0,0,0
818,4,0,0,0,0
818,5,0,1,0,0
818,6,0,0,0,0
818,7,0,0,0,0
818,8,0,0,0,0
818,9,0,0,0,0
819,1,0,1,0,0
819,2,0,1,0,0
819,3,0,0,0,0
819,4,0,0,0,0
819,5,0,1,0,0
819,6,0,0,0,0
819,7,0,0,0,0
819,8,0,0,0,0
819,9,0,1,0,0
820,1,0,0,0,0
820,2,0,0,0,0
820,3,0,0,0,0
820,4,0,1,0,0
820,5,0,1,0,0
820,6,0,0,0,0
820,7,0,0,0,0
820,8,0,0,0,0
820,9,0,1,0,0
821,1,1,1,1,1
821,2,1,1,1,1
821,3,1,1,1,1
821,4,1,1,0,1
821,5,1,1,0,1
821,6,0,1,0,0
821,7,0,0,0,0
821,8,0,1,0,0
821,9,0,1,0,0
822,1,0,0,0,0
822,2,0,0,0,0
822,3,0,0,0,0
822,4,0,0,0,0
822,5,0,1,0,0
822,6,0,0,0,0
822,7,0,0,0,0
822,8,0,0,0,0
822,9,0,0,0,0
823,1,0,0,0,0
823,2,0,0,0,0
823,3,0,0,0,0
823,4,0,1,0,0
823,5,0,1,0,0
823,6,0,0,0,0
823,7,0,0,0,0
823,8,0,1,0,0
823,9,0,1,0,0
824,1,0,0,0,0
824,2,0,1,0,0
824,3,0,1,0,0
824,4,0,1,0,0
824,5,1,1,0,1
824,6,0,1,0,0
824,7,0,1,0,0
824,8,1,1,0,1
824,9,1,1,1,1
825,1,0,0,0,0
825,2,0,0,0,0
825,3,0,1,0,0
825,4,1,1,0,1
825,5,0,1,0,0
825,6,0,1,0,0
825,7,0,1,0,0
825,8,0,1,0,0
825,9,0,1,0,0
826,1,0,0,0,0
826,2,0,0,0,0
826,3,0,1,0,0
826,4,1,1,0,1
826,5,0,1,0,0
826,6,0,1,0,0
826,7,0,1,0,0
826,8,0,1,0,0
826,9,1,1,1,1
827,1,0,0,0,0
827,2,0,0,0,0
827,3,0,0,0,0
827,4,0,1,0,0
827,5,0,1,0,0
827,6,0,1,0,0
827,7,0,1,0,0
827,8,0,1,0,0
827,9,0,1,0,0
828,1,0,0,0,0
828,2,0,0,0,0
828,3,0,1,0,0
828,4,0,1,0,0
828,5,0,1,0,0
828,6,0,1,0,0
828,7,0,1,0,0
828,8,0,1,0,0
828,9,0,1,0,0
829,1,0,0,0,0
829,2,0,1,0,0
829,3,0,1,1,1
829,4,0,1,0,0
829,5,0,1,0,0
829,6,0,0,0,0
829,7,0,0,0,0
829,8,0,0,0,0
829,9,0,0,0,0
830,1,0,0,0,0
830,2,0,1,0,0
830,3,0,1,0,0
830,4,0,0,0,0
830,5,0,0,0,0
830,6,0,0,0,0
830,7,0,0,0,0
830,8,0,0,0,0
830,9,0,0,0,0
831,1,0,0,0,0
831,2,0,0,0,0
831,3,0,1,0,0
831,4,0,0,0,0
831,5,0,0,0,0
831,6,0,0,0,0
831,7,0,0,0,0
831,8,0,0,0,0
831,9,0,0,0,0
832,1,0,0,0,0
832,2,0,0,0,0
832,3,0,1,0,0
832,4,0,1,0,0
832,5,0,0,0,0
832,6,0,0,0,0
832,7,0,0,0,0
832,8,0,0,0,0
832,9,0,0,0,0
833,1,0,0,0,0
833,2,0,0,0,0
833,3,0,1,0,0
833,4,0,0,0,0
833,5,0,0,0,0
833,6,0,1,0,0
833,7,0,0,0,0
833,8,0,0,0,0
833,9,0,1,0,0
834,1,1,1,0,1
834,2,0,1,0,0
834,3,0,1,0,0
834,4,0,1,0,0
834,5,0,1,0,0
834,6,0,0,0,0
834,7,0,0,0,0
834,8,0,0,0,0
834,9,0,1,0,0
835,1,0,1,0,0
835,2,0,1,0,0
835,3,0,1,0,0
835,4,0,1,0,0
835,5,0,0,0,0
835,6,0,0,0,0
835,7,0,0,0,0
835,8,0,0,0,0
835,9,0,0,0,0
836,1,0,1,0,0
836,2,0,1,0,0
836,3,0,1,0,0
836,4,0,1,0,0
836,5,0,0,0,0
836,6,0,0,0,0
836,7,0,0,0,0
836,8,0,0,0,0
836,9,0,0,0,0
837,1,0,1,0,0
837,2,0,1,0,0
837,3,0,1,0,0
837,4,0,1,0,0
837,5,0,0,0,0
837,6,0,0,0,0
837,7,0,0,0,0
837,8,0,0,0,0
837,9,0,0,0,0
838,1,0,1,0,0
838,2,0,0,0,0
838,3,0,1,0,0
838,4,1,1,0,1
838,5,0,0,0,0
838,6,0,0,0,0
838,7,0,0,0,0
838,8,0,0,0,0
838,9,0,0,0,0
839,1,0,1,0,0
839,2,0,1,0,0
839,3,0,1,0,0
839,4,0,1,0,0
839,5,0,1,0,0
839,6,0,0,0,0
839,7,0,0,0,0
839,8,0,1,0,0
839,9,0,1,0,0
840,1,0,1,0,0
840,2,0,0,0,0
840,3,0,1,0,0
840,4,0,1,0,0
840,5,1,1,0,1
840,6,0,0,0,0
840,7,0,0,0,0
840,8,0,0,0,0
840,9,0,1,0,0
841,1,0,1,0,0
841,2,0,0,0,0
841,3,0,0,0,0
841,4,0,1,0,0
841,5,0,1,0,0
841,6,0,0,0,0
841,7,0,0,0,0
841,8,0,0,0,0
841,9,0,0,0,0
842,1,0,1,0,0
842,2,0,0,0,0
842,3,0,1,0,0
842,4,0,1,0,0
842,5,0,1,0,0
842,6,0,0,0,0
842,7,0,0,0,0
842,8,0,0,0,0
842,9,0,0,0,0
843,1,0,1,0,0
843,2,0,0,0,0
843,3,0,1,0,0
843,4,1,1,0,1
843,5,0,1,0,0
843,6,0,0,0,0
843,7,0,0,0,0
843,8,0,0,0,0
843,9,0,0,0,0
844,1,0,1,0,0
844,2,0,1,0,0
844,3,0,1,0,0
844,4,1,1,0,1
844,5,1,1,0,1
844,6,0,0,0,0
844,7,0,0,0,0
844,8,0,0,0,0
844,9,0,0,0,0
845,1,1,1,0,1
845,2,0,1,0,0
845,3,0,1,0,0
845,4,1,1,0,1
845,5,1,1,0,1
845,6,0,0,0,0
845,7,0,0,0,0
845,8,0,0,0,0
845,9,0,0,0,0
846,1,0,1,0,0
846,2,0,0,0,0
846,3,0,1,0,0
846,4,0,1,0,0
846,5,1,1,0,1
846,6,0,1,0,0
846,7,0,0,0,0
846,8,0,0,0,0
846,9,0,0,0,0
847,1,0,0,0,0
847,2,0,0,0,0
847,3,0,0,0,0
847,4,0,0,0,0
847,5,0,0,0,0
847,6,0,0,0,0
847,7,0,0,0,0
847,8,0,0,0,0
847,9,0,0,0,0
848,1,0,0,0,0
848,2,0,0,0,0
848,3,0,0,0,0
848,4,0,0,0,0
848,5,0,0,0,0
848,6,0,1,0,0
848,7,1,1,0,1
848,8,0,0,0,0
848,9,0,0,0,0
849,1,0,0,0,0
849,2,0,0,0,0
849,3,0,0,0,0
849,4,0,0,0,0
849,5,0,1,0,0
849,6,1,1,0,1
849,7,1,1,0,1
849,8,0,0,0,0
849,9,0,0,0,0
850,1,0,0,0,0
850,2,0,0,0,0
850,3,0,0,0,0
850,4,0,0,0,0
850,5,0,1,0,0
850,6,1,1,0,1
850,7,0,1,0,0
850,8,0,0,0,0
850,9,0,0,0,0
851,1,0,0,0,0
851,2,0,0,0,0
851,3,0,0,0,0
851,4,0,0,0,0
851,5,0,0,0,0
851,6,0,1,0,0
851,7,0,1,0,0
851,8,0,0,0,0
851,9,0,0,0,0
852,1,0,1,0,0
852,2,0,0,0,0
852,3,0,0,0,0
852,4,0,0,0,0
852,5,0,0,0,0
852,6,0,0,0,0
852,7,0,0,0,0
852,8,0,0,0,0
852,9,0,0,0,0
853,1,0,1,0,0
853,2,0,1,0,0
853,3,0,0,0,0
853,4,0,0,0,0
853,5,0,0,0,0
853,6,0,0,0,0
853,7,0,0,0,0
853,8,0,0,0,0
853,9,0,0,0,0
854,1,0,0,0,0
854,2,0,1,0,0
854,3,0,1,0,0
854,4,0,1,0,0
854,5,0,0,0,0
854,6,0,0,0,0
854,7,0,0,0,0
854,8,0,1,0,0
854,9,0,1,0,0
855,1,0,1,0,0
855,2,0,1,0,0
855,3,0,1,0,0
855,4,0,1,0,0
855,5,0,0,0,0
855,6,0,1,0,0
855,7,0,1,0,0
855,8,0,1,0,0
855,9,0,0,0,0
856,1,0,1,0,0
856,2,0,1,0,0
856,3,0,1,0,0
856,4,0,1,0,0
856,5,0,0,0,0
856,6,0,1,0,0
856,7,0,1,0,0
856,8,0,1,0,0
856,9,0,0,0,0
857,1,0,1,0,0
857,2,0,1,0,0
857,3,0,1,0,0
857,4,1,1,1,1
857,5,0,0,0,0
857,6,0,0,0,0
857,7,0,1,0,0
857,8,0,1,0,0
857,9,0,0,0,0
858,1,1,1,1,1
858,2,0,1,0,0
858,3,0,1,0,0
858,4,1,1,1,1
858,5,0,0,0,0
858,6,0,1,0,0
858,7,0,1,0,0
858,8,1,1,0,1
858,9,1,1,0,1
859,1,0,1,0,0
859,2,0,1,0,0
859,3,0,1,0,0
859,4,0,1,0,0
859,5,0,0,0,0
859,6,0,1,0,0
859,7,1,1,0,1
859,8,1,1,0,1
859,9,0,1,0,0
860,1,0,0,0,0
860,2,0,1,0,0
860,3,0,1,0,0
860,4,0,1,0,0
860,5,0,0,0,0
860,6,0,1,0,0
860,7,0,1,0,0
860,8,0,1,0,0
860,9,0,1,0,0
861,1,0,0,0,0
861,2,0,0,0,0
861,3,0,0,0,0
861,4,0,0,0,0
861,5,0,1,0,0
861,6,0,1,0,0
861,7,1,1,0,1
861,8,0,1,0,0
861,9,0,1,0,0
862,1,0,1,0,0
862,2,0,1,0,0
862,3,0,1,0,0
862,4,0,0,0,0
862,5,0,1,0,0
862,6,0,1,0,0
862,7,0,1,0,0
862,8,0,1,0,0
862,9,0,1,0,0
863,1,0,1,0,0
863,2,1,1,1,1
863,3,0,1,0,0
863,4,0,0,0,0
863,5,0,1,0,0
863,6,0,1,0,0
863,7,0,1,0,0
863,8,0,1,0,0
863,9,0,1,0,0
864,1,0,1,0,0
864,2,0,1,0,0
864,3,0,1,0,0
864,4,0,0,0,0
864,5,0,1,0,0
864,6,0,1,0,0
864,7,0,1,0,0
864,8,0,1,0,0
864,9,0,1,0,0
865,1,0,1,0,0
865,2,1,1,1,1
865,3,0,1,0,0
865,4,0,0,0,0
865,5,0,1,0,0
865,6,0,0,0,0
865,7,0,1,0,0
865,8,0,1,0,0
865,9,0,1,0,0
866,1,0,1,0,0
866,2,0,1,0,0
866,3,0,1,0,0
866,4,0,0,0,0
866,5,0,1,0,0
866,6,0,1,0,0
866,7,1,1,1,1
866,8,0,1,0,0
866,9,0,1,0,0
867,1,0,0,0,0
867,2,0,0,0,0
867,3,0,1,0,0
867,4,0,0,0,0
867,5,0,1,0,0
867,6,0,1,1,1
867,7,1,1,1,1
867,8,0,1,0,0
867,9,0,1,0,0
868,1,0,0,0,0
868,2,0,0,0,0
868,3,0,0,0,0
868,4,0,0,0,0
868,5,0,0,0,0
868,6,0,0,0,0
868,7,0,1,0,0
868,8,0,1,0,0
868,9,0,1,0,0
869,1,0,0,0,0
869,2,0,0,0,0
869,3,0,0,0,0
869,4,0,0,0,0
869,5,0,0,0,0
869,6,0,0,0,0
869,7,0,0,0,0
869,8,0,0,0,0
869,9,0,0,0,0
870,1,0,0,0,0
870,2,0,0,0,0
870,3,0,0,0,0
870,4,0,1,0,0
870,5,0,0,0,0
870,6,0,1,0,0
870,7,0,0,0,0
870,8,0,0,0,0
870,9,0,0,0,0
871,1,0,1,0,0
871,2,0,0,0,0
871,3,0,0,0,0
871,4,0,1,0,0
871,5,0,1,0,0
871,6,0,0,0,0
871,7,0,0,0,0
871,8,0,0,0,0
871,9,0,0,0,0
872,1,0,1,0,0
872,2,0,0,0,0
872,3,0,0,0,0
872,4,0,0,0,0
872,5,0,0,0,0
872,6,0,0,0,0
872,7,0,0,0,0
872,8,0,0,0,0
872,9,0,0,0,0
873,1,0,0,0,0
873,2,0,0,0,0
873,3,0,1,0,0
873,4,0,0,0,0
873,5,0,0,0,0
873,6,0,0,0,0
873,7,0,0,0,0
873,8,0,0,0,0
873,9,0,0,0,0
874,1,0,0,0,0
874,2,0,0,0,0
874,3,0,1,0,0
874,4,0,0,0,0
874,5,0,1,0,0
874,6,0,1,0,0
874,7,0,1,0,0
874,8,0,0,0,0
874,9,0,0,0,0
875,1,0,0,0,0
875,2,0,1,0,0
875,3,0,1,0,0
875,4,0,0,0,0
875,5,0,0,0,0
875,6,0,1,0,0
875,7,0,1,0,0
875,8,0,0,0,0
875,9,0,0,0,0
876,1,0,0,0,0
876,2,0,1,0,0
876,3,0,1,0,0
876,4,0,0,0,0
876,5,0,0,0,0
876,6,0,1,0,0
876,7,0,1,0,0
876,8,0,0,0,0
876,9,0,0,0,0
877,1,0,0,0,0
877,2,0,1,0,0
877,3,0,1,0,0
877,4,0,0,0,0
877,5,0,0,0,0
877,6,0,1,0,0
877,7,0,0,0,0
877,8,0,0,0,0
877,9,0,0,0,0
878,1,0,0,0,0
878,2,0,1,0,0
878,3,0,1,0,0
878,4,0,0,0,0
878,5,0,0,0,0
878,6,0,1,0,0
878,7,0,1,0,0
878,8,0,0,0,0
878,9,0,0,0,0
879,1,0,0,0,0
879,2,0,0,0,0
879,3,0,0,0,0
879,4,0,0,0,0
879,5,0,0,0,0
879,6,0,0,0,0
879,7,0,1,0,0
879,8,0,0,0,0
879,9,0,0,0,0
880,1,0,1,0,0
880,2,0,0,0,0
880,3,0,0,0,0
880,4,0,0,0,0
880,5,0,0,0,0
880,6,0,0,0,0
880,7,0,0,0,0
880,8,0,0,0,0
880,9,0,0,0,0
881,1,0,1,0,0
881,2,0,1,0,0
881,3,0,0,0,0
881,4,0,0,0,0
881,5,0,0,0,0
881,6,0,0,0,0
881,7,0,0,0,0
881,8,0,0,0,0
881,9,0,0,0,0
882,1,0,1,0,0
882,2,0,1,0,0
882,3,0,0,0,0
882,4,0,0,0,0
882,5,0,1,0,0
882,6,0,1,0,0
882,7,0,1,0,0
882,8,0,0,0,0
882,9,0,0,0,0
883,1,0,1,0,0
883,2,0,1,1,1
883,3,0,1,0,0
883,4,0,0,0,0
883,5,0,0,0,0
883,6,0,1,0,0
883,7,0,1,0,0
883,8,0,1,0,0
883,9,0,0,0,0
884,1,0,0,0,0
884,2,0,1,0,0
884,3,0,0,0,0
884,4,0,0,0,0
884,5,0,1,0,0
884,6,1,1,0,1
884,7,1,1,0,1
884,8,0,1,0,0
884,9,0,0,0,0
885,1,0,1,0,0
885,2,0,1,0,0
885,3,0,0,0,0
885,4,0,0,0,0
885,5,0,1,0,0
885,6,0,1,0,0
885,7,1,1,0,1
885,8,1,1,0,1
885,9,0,1,0,0
886,1,0,1,0,0
886,2,0,1,0,0
886,3,0,0,0,0
886,4,0,1,0,0
