time,rho1,rho2,rho3,rho4,rho5,rho6,rho7,rho8,rho9
692,2,3,3,3,3,3,3,3,3
693,2,3,3,3,3,3,3,3,3
694,2,3,3,3,3,3,3,3,3
695,2,2,3,3,3,3,3,3,3
696,1,1,3,3,3,3,3,3,3
697,1,1,2,3,3,3,3,2,2
698,1,1,2,3,3,3,3,3,3
699,1,1,2,3,3,3,3,3,3
700,1,2,3,3,3,3,3,3,3
701,2,2,3,3,3,3,3,3,3
702,1,2,3,3,3,3,3,3,3
703,1,2,3,3,3,3,3,3,3
704,2,3,3,3,3,3,3,3,3
705,2,3,3,3,3,3,3,3,3
706,2,3,3,3,3,3,3,3,3
707,2,3,3,3,3,3,3,3,3
708,2,2,3,3,3,3,3,2,2
709,1,1,2,3,3,3,2,2,2
710,1,1,2,3,3,3,2,2,2
711,1,2,3,3,3,3,2,2,2
712,1,2,3,3,3,3,2,2,2
713,1,2,3,3,3,3,2,1,1
714,1,2,3,3,3,3,3,2,2
715,1,2,3,3,3,3,3,2,2
716,1,2,3,3,3,3,3,2,2
717,1,2,3,3,3,3,3,3,3
718,1,2,3,3,3,3,3,3,3
719,1,2,3,3,3,3,3,3,3
720,1,2,3,3,3,3,3,3,3
721,2,2,3,3,3,3,3,3,3
722,2,2,3,3,3,3,3,3,3
723,2,2,3,3,3,3,3,3,3
724,2,2,3,3,3,3,3,3,3
725,2,3,3,3,3,3,3,3,3
726,3,3,3,3,3,3,3,3,3
727,2,2,3,3,3,3,3,3,3
728,2,2,3,3,3,3,3,3,3
729,2,2,3,3,3,3,3,3,3
730,1,1,2,3,3,3,3,3,3
731,2,2,3,3,3,3,3,3,3
732,2,2,3,3,3,3,3,3,3
733,2,2,3,3,3,3,2,2,2
734,1,1,3,3,3,3,2,2,2
735,2,2,3,3,3,3,2,1,1
736,2,2,3,3,3,3,2,1,1
737,2,2,3,3,3,3,3,2,2
738,2,2,3,3,3,3,3,2,2
739,1,1,3,3,3,3,3,2,2
740,2,2,3,3,3,3,3,3,3
741,2,3,3,3,3,3,3,3,3
742,2,3,3,3,3,3,3,3,3
743,2,3,3,3,3,3,3,3,3
744,2,3,3,3,3,3,3,3,3
745,2,3,3,3,3,3,3,3,3
746,3,3,3,3,3,3,3,3,3
747,3,3,3,3,3,3,3,2,2
748,2,2,3,3,3,3,3,3,3
749,2,2,3,3,3,3,2,2,2
750,1,2,3,3,3,3,2,2,2
751,2,3,3,3,3,3,2,2,2
752,3,3,3,3,3,3,2,2,2
753,2,3,3,3,3,2,2,2,2
754,3,3,3,3,3,2,2,2,2
755,3,3,3,3,3,2,2,2,2
756,3,3,3,3,3,3,2,2,2
757,3,3,3,3,3,3,2,2,2
758,3,3,3,3,3,3,2,2,2
759,3,3,3,3,3,3,2,2,2
760,3,3,3,3,3,3,2,2,2
761,3,3,3,3,3,3,2,2,2
762,3,3,3,3,3,3,2,2,2
763,3,3,3,3,3,3,2,1,1
764,2,3,3,3,3,3,2,2,2
765,1,2,3,3,3,2,2,2,2
766,2,2,3,3,3,3,2,2,2
767,3,3,3,3,3,3,3,3,3
768,2,3,3,3,3,3,3,2,2
769,2,2,3,3,3,3,3,2,2
770,2,3,3,3,3,3,2,2,2
771,2,3,3,3,3,3,1,1,1
772,2,3,3,3,3,3,1,1,1
773,2,3,3,3,3,3,2,2,2
774,2,3,3,3,3,3,2,2,2
775,2,3,3,3,3,3,2,2,2
776,2,3,3,3,3,3,3,2,2
777,2,3,3,3,3,3,3,2,2
778,2,3,3,3,3,3,2,2,2
779,1,2,3,3,3,3,2,1,1
780,2,3,3,3,2,2,1,1,1
781,3,3,3,3,2,2,1,1,1
782,3,3,3,3,2,2,2,1,1
783,2,2,3,3,3,2,2,1,1
784,3,3,3,3,3,3,2,2,2
785,3,3,3,3,3,3,2,2,2
786,3,3,3,3,3,3,3,3,3
787,2,2,3,3,3,3,3,2,2
788,2,2,3,3,3,2,2,2,2
789,3,2,2,2,2,2,1,1,1
790,2,1,2,2,2,2,2,2,2
791,1,1,2,2,2,2,2,1,1
792,2,1,2,2,2,2,1,1,1
793,1,1,2,2,2,1,1,1,1
794,1,1,2,2,2,1,1,1,1
795,1,1,2,2,2,2,1,1,1
796,1,1,2,2,1,1,1,1,1
797,1,1,3,2,2,2,2,1,2
798,1,1,2,2,1,2,1,1,1
799,2,2,2,2,2,2,1,1,1
800,2,2,2,1,1,1,1,1,1
801,2,1,2,2,1,1,1,1,1
802,2,1,2,1,1,1,1,2,2
803,2,2,3,3,2,2,2,2,2
804,1,1,3,3,3,2,2,1,1
805,1,1,3,3,2,2,1,1,1
806,2,2,3,3,2,2,1,1,1
807,2,2,3,3,2,2,2,1,1
808,2,3,3,3,2,2,2,2,2
809,1,2,3,2,2,2,2,1,1
810,2,2,2,2,2,2,2,2,2
811,2,2,2,2,2,2,1,1,1
812,2,1,2,2,2,2,1,1,1
813,2,2,2,3,2,2,2,2,2
814,2,1,2,2,1,1,1,1,1
815,2,2,3,3,2,1,1,1,1
816,2,2,3,2,1,2,2,2,2
817,2,2,2,2,1,1,1,1,1
818,3,2,3,3,2,1,1,1,1
819,3,2,3,3,2,2,2,2,2
820,2,2,3,2,1,1,1,2,2
821,3,3,3,3,2,2,2,2,2
822,2,2,3,2,2,1,2,2,2
823,2,2,3,2,2,1,2,2,2
824,3,3,3,2,2,2,2,2,2
825,2,2,3,2,2,2,2,2,2
826,2,2,3,2,2,2,2,2,2
827,1,2,3,3,2,2,2,2,2
828,1,2,3,3,3,2,2,2,2
829,2,3,3,3,2,1,1,1,1
830,1,3,3,3,2,2,1,1,1
831,2,2,3,3,2,2,1,1,1
832,2,2,3,3,2,2,1,1,1
833,2,2,3,3,2,1,1,1,1
834,2,2,3,3,3,2,1,1,1
835,2,2,3,2,2,1,1,1,1
836,2,2,3,3,2,2,1,1,1
837,3,2,3,3,2,2,2,1,1
838,3,2,3,2,2,2,2,1,1
839,2,2,3,2,2,2,2,1,1
840,3,2,3,2,2,2,1,1,1
841,2,2,3,2,1,1,1,1,1
842,2,2,3,2,1,1,1,1,1
843,3,2,3,3,2,2,1,1,1
844,3,2,3,2,2,2,2,1,1
845,3,2,3,3,2,2,2,2,2
846,3,2,3,3,3,2,2,1,1
847,2,2,3,3,3,2,1,1,1
848,2,2,3,3,3,3,3,1,1
849,2,2,2,3,3,3,3,1,1
850,2,2,2,3,3,3,2,1,1
851,2,2,2,3,3,3,2,1,1
852,1,2,3,3,3,3,2,1,1
853,1,1,3,3,2,2,2,1,1
854,1,1,3,3,2,2,1,1,1
855,1,1,3,3,2,1,1,1,1
856,1,1,2,2,1,1,1,1,1
857,1,1,2,2,1,1,1,1,1
858,1,1,2,2,1,1,1,2,2
859,1,1,2,2,1,1,1,1,1
860,2,1,2,2,1,1,1,1,1
861,2,1,3,2,2,1,1,1,1
862,3,3,3,3,2,1,1,1,1
863,3,3,3,3,2,1,1,1,1
864,3,3,3,3,2,2,1,1,1
865,3,3,3,3,3,2,1,1,1
866,3,3,3,3,2,1,1,1,1
867,2,2,3,3,2,1,1,1,1
868,2,2,3,3,2,1,1,1,1
869,2,2,2,3,2,1,1,1,1
870,2,2,2,2,1,1,1,1,1
871,3,2,2,2,1,1,1,1,1
872,2,2,2,2,1,1,1,1,1
873,2,2,2,2,2,1,1,1,1
874,2,2,2,2,2,1,1,1,1
875,1,1,2,2,2,2,1,1,1
876,1,1,2,3,2,2,1,1,1
877,2,2,2,3,3,2,1,1,1
878,2,2,2,3,3,2,1,1,1
879,2,2,2,3,3,2,1,1,1
880,3,2,2,2,2,2,2,1,1
881,3,3,3,3,2,2,1,1,1
882,3,3,3,3,2,2,1,1,1
883,3,3,3,3,3,2,1,1,1
884,2,3,3,3,2,2,1,1,1
885,3,3,3,3,2,2,3,3,3
886,3,3,3,3,2,2,3,3,3
887,3,3,3,3,2,2,2,3,3
888,2,2,3,3,3,2,2,2,2
889,2,2,3,3,3,2,2,2,2
890,2,2,2,2,2,2,2,2,2
891,2,2,2,2,2,2,3,3,3
892,3,3,3,2,2,2,3,3,3
893,3,3,3,2,2,2,3,2,2
894,3,3,2,2,2,2,2,2,2
895,3,2,2,2,1,2,2,2,2
896,2,2,2,2,1,2,2,2,2
897,2,2,2,2,1,1,2,1,1
898,2,2,3,2,1,1,1,1,1
899,2,2,3,2,1,1,1,1,1
900,3,3,3,2,1,1,1,1,1
901,3,3,3,2,1,1,1,1,1
902,3,3,3,2,1,1,1,1,1
903,3,3,2,2,1,2,2,1,1
904,2,1,2,1,2,2,2,2,2
905,2,2,2,2,2,2,2,1,1
906,2,2,3,2,1,1,1,1,1
907,2,2,3,2,1,1,1,1,1
908,2,2,3,3,2,2,1,1,1
909,2,1,2,2,2,2,2,1,1
910,2,1,2,2,2,2,2,2,2
911,2,2,2,2,2,2,2,1,1
912,2,2,2,2,2,2,1,1,1
913,2,2,3,3,2,1,1,1,1
914,2,2,3,2,2,1,1,1,1
915,1,2,3,2,2,1,2,2,2
916,1,1,2,2,1,1,1,1,1
917,1,1,2,2,2,2,2,2,2
918,1,1,2,2,2,2,2,2,2
919,1,2,3,3,3,2,2,2,2
920,1,2,3,3,3,2,2,2,2
921,1,2,2,2,2,2,2,2,2
922,1,1,2,2,1,1,2,2,2
923,1,1,2,1,1,1,1,2,2
924,1,1,2,1,1,1,1,2,2
925,2,1,2,2,1,1,1,2,2
926,1,1,2,1,1,1,1,3,3
927,1,1,2,2,1,1,1,3,3
928,2,1,2,1,1,1,1,3,3
929,1,1,2,2,1,1,2,3,3
930,1,1,2,2,2,2,2,3,3
931,1,1,2,2,2,2,2,2,2
932,1,1,2,2,1,1,2,2,2
933,1,1,2,2,1,1,1,1,1
934,1,1,2,1,1,1,1,1,1
935,1,1,2,2,1,1,1,1,1
936,2,2,2,2,1,1,1,1,1
937,2,1,2,2,2,2,1,1,1
938,2,2,2,2,2,2,1,1,1
939,3,2,3,3,2,2,2,1,1
940,3,3,3,3,2,2,2,2,2
941,3,3,3,3,3,3,2,2,2
942,3,3,3,3,3,2,2,1,1
943,3,3,3,3,3,2,2,1,1
944,3,3,3,3,3,2,2,1,1
945,3,3,3,3,2,1,1,1,1
946,3,3,3,3,2,1,1,1,1
947,3,3,3,3,2,1,1,1,1
948,3,3,3,3,2,1,1,1,1
949,3,3,3,3,2,2,1,1,1
950,3,3,3,3,2,2,1,1,1
951,3,3,3,3,2,2,2,1,1
952,3,3,3,3,2,2,1,1,1
953,3,3,3,3,3,2,2,1,1
954,3,3,3,3,3,3,2,1,1
955,3,2,3,3,3,2,1,1,1
956,3,3,3,3,2,2,1,1,1
957,3,3,3,3,2,2,1,1,1
958,3,3,3,3,2,1,1,1,1
959,3,3,3,3,2,1,1,1,1
960,3,3,3,3,2,1,1,1,1
961,3,3,3,3,3,2,1,1,1
962,3,2,3,3,2,2,1,1,1
963,2,1,2,3,2,2,1,1,1
964,2,1,2,3,2,2,1,1,1
965,1,1,2,3,2,1,1,1,1
966,3,2,2,3,3,2,1,1,1
967,3,3,3,3,3,2,1,1,1
968,3,3,3,3,3,1,1,1,1
969,3,3,3,3,2,1,1,1,1
970,2,2,3,2,2,1,1,1,1
971,1,1,2,2,2,1,1,1,1
972,1,1,2,2,1,1,1,1,1
973,1,1,2,2,1,1,1,1,1
974,1,1,2,2,1,1,1,1,1
975,1,1,2,2,1,1,1,1,1
976,1,1,2,2,1,1,1,1,1
977,1,1,2,2,1,1,1,1,1
978,1,1,2,1,1,1,1,1,1
979,1,1,2,2,1,1,1,1,1
980,1,1,2,2,1,1,1,1,1
981,1,1,2,2,1,1,1,1,1
982,1,1,2,2,1,1,1,1,1
983,1,1,2,2,1,1,1,1,1
984,1,1,2,2,1,1,1,1,1
985,1,1,2,2,1,1,1,1,1
986,1,1,2,2,1,1,1,1,1
987,1,1,2,2,2,1,1,1,1
988,1,1,2,2,2,1,1,1,1
989,1,1,2,2,2,1,1,1,1
990,1,2,2,2,2,1,1,1,1
991,1,1,2,3,2,2,1,1,1
992,1,2,3,3,2,2,1,1,1
993,1,1,3,3,2,2,3,2,2
994,1,1,2,3,2,3,3,2,2
995,1,1,2,3,3,3,3,2,2
996,1,2,3,3,3,3,3,2,2
997,1,1,2,3,3,3,3,2,2
998,1,1,2,3,3,3,3,2,2
999,1,1,2,3,3,3,3,2,2
1000,1,1,2,2,3,3,3,2,2
1001,2,2,2,3,3,3,2,2,2
1002,2,2,2,3,3,3,2,2,2
1003,2,2,2,3,3,2,2,2,2
1004,1,1,2,2,2,2,2,2,2
1005,1,1,2,2,3,2,2,2,2
1006,1,1,2,3,3,2,2,1,1
1007,2,2,2,2,2,2,2,1,1
1008,2,2,2,2,2,2,1,1,1
1009,2,2,2,3,3,3,2,1,1
1010,2,2,2,3,3,3,2,1,1
1011,3,2,2,3,3,3,1,1,1
1012,2,2,2,2,2,3,3,2,2
1013,2,2,2,2,2,3,3,3,3
1014,2,2,2,2,2,3,3,3,3
1015,2,1,2,2,2,3,3,3,3
1016,2,1,2,2,2,3,3,3,3
1017,2,1,2,2,2,3,3,3,3
1018,2,1,2,2,2,3,3,3,3
1019,2,1,2,2,2,3,3,3,3
1020,2,1,2,2,2,3,3,3,3
1021,2,2,2,2,2,3,3,3,3
1022,3,2,2,2,2,3,3,3,3
1023,2,1,2,2,2,2,3,3,3
1024,2,2,2,2,2,2,3,3,3
1025,2,2,2,2,2,2,3,3,3
1026,3,2,2,2,2,2,3,3,3
1027,2,2,2,2,2,2,3,3,3
1028,3,2,2,2,2,2,3,2,2
1029,3,2,2,2,2,3,3,2,2
1030,3,2,2,2,2,2,1,2,2
1031,3,2,2,2,3,3,3,2,2
1032,3,2,2,3,3,3,3,2,2
1033,2,2,2,3,3,3,3,2,2
1034,2,2,2,3,3,3,3,2,2
1035,1,1,2,3,3,3,3,2,2
1036,1,1,2,3,3,3,3,2,2
1037,1,1,2,3,3,3,3,2,2
1038,1,1,2,3,3,3,2,2,2
1039,1,1,2,2,2,3,2,2,2
1040,1,1,2,3,3,2,2,2,2
1041,1,1,2,3,3,3,2,2,2
1042,1,1,2,3,3,3,2,2,2
1043,1,1,2,3,3,3,2,2,2
1044,1,1,2,3,3,3,2,2,2
1045,1,1,2,3,3,3,2,2,2
1046,1,1,2,3,3,3,3,2,2
1047,1,1,2,2,3,3,2,2,2
1048,1,1,2,2,3,3,3,2,2
1049,2,1,2,3,3,3,3,2,2
1050,1,1,2,3,3,3,3,2,2
1051,2,1,2,2,2,3,3,2,2
1052,2,1,2,2,2,3,2,2,2
1053,2,1,2,2,2,3,2,2,2
1054,2,2,2,2,2,3,3,3,3
1055,3,2,2,2,2,3,3,3,3
1056,3,2,2,2,2,3,3,3,3
1057,3,2,2,2,3,3,3,3,3
1058,2,1,2,3,3,3,3,3,3
1059,1,1,2,3,3,3,3,3,3
1060,1,2,3,3,3,3,3,3,3
1061,1,1,2,3,3,3,3,3,3
1062,1,1,2,3,3,3,3,3,3
1063,1,1,2,3,3,3,3,3,3
1064,1,1,3,3,3,3,3,3,3
1065,2,2,3,3,3,3,3,3,3
1066,2,2,3,3,3,3,2,2,2
1067,1,2,3,3,3,3,3,2,2
1068,1,1,2,2,2,2,3,3,3
1069,1,1,2,2,2,3,3,3,3
1070,1,1,2,2,2,2,2,2,2
1071,2,2,2,2,2,3,3,2,2
1072,2,2,3,3,3,3,3,3,3
1073,2,2,3,3,3,3,3,3,3
1074,2,2,3,3,3,3,3,2,2
1075,2,2,2,3,2,3,3,2,2
1076,2,2,2,3,2,3,3,3,3
1077,1,1,2,3,3,3,2,1,1
1078,1,1,2,3,3,3,2,2,2
1079,1,1,3,3,3,3,2,2,2
1080,1,1,2,3,3,3,2,2,2
1081,1,1,2,3,3,3,2,2,2
1082,1,1,3,3,3,3,2,2,2
1083,1,2,3,3,3,3,2,2,2
1084,1,2,3,3,3,2,2,2,2
1085,1,1,3,3,3,3,2,2,2
1086,1,2,2,3,3,3,2,2,2
1087,1,1,2,2,2,3,3,2,2
1088,2,1,2,2,2,3,3,2,2
1089,2,1,2,2,2,3,3,2,2
1090,2,2,3,2,2,3,3,2,2
1091,2,2,3,3,2,3,3,2,2
1092,2,3,3,3,3,3,2,2,2
1093,1,1,2,2,2,2,2,2,2
1094,1,1,2,3,3,2,2,2,2
1095,1,1,2,3,3,3,2,2,2
1096,1,1,2,2,3,2,2,2,2
1097,1,1,2,3,3,3,3,3,3
1098,1,1,2,3,3,3,3,3,3
1099,1,1,2,3,3,3,3,3,3
1100,1,1,2,3,3,3,2,2,2
1101,1,1,2,3,3,2,2,2,2
1102,1,2,2,3,3,3,2,2,2
1103,1,1,2,3,3,3,2,2,2
1104,1,1,2,2,2,2,2,2,2
1105,1,1,2,2,2,2,2,2,2
1106,2,2,3,3,3,3,2,2,2
1107,1,1,3,3,3,2,2,2,2
1108,2,2,3,3,3,2,2,2,2
1109,2,2,3,3,2,2,2,1,1
1110,1,1,2,3,3,2,2,2,2
1111,2,1,2,3,2,2,2,1,1
1112,1,1,2,2,2,2,2,1,1
1113,1,1,2,2,2,2,2,1,1
1114,1,2,3,3,3,2,2,1,1
1115,1,2,3,3,3,2,2,2,2
1116,2,2,3,3,2,2,2,2,2
1117,2,3,3,3,2,2,2,2,2
1118,2,3,3,3,2,2,2,2,2
1119,3,3,3,3,3,2,2,2,2
1120,3,3,3,3,2,2,2,1,1
1121,3,3,3,3,2,2,2,2,2
1122,2,2,3,3,2,2,2,2,2
1123,2,2,3,3,2,2,2,2,2
1124,2,2,3,3,3,2,2,2,2
1125,2,2,3,3,3,2,2,2,2
1126,1,1,3,3,3,2,2,2,2
1127,1,1,3,3,3,3,2,2,2
1128,1,1,2,3,3,3,2,2,2
1129,1,1,2,3,3,3,2,2,2
1130,1,1,2,2,3,3,2,2,2
1131,2,2,3,3,3,3,2,2,2
1132,2,2,3,3,3,2,2,2,2
1133,3,3,3,3,3,2,2,1,1
1134,3,2,3,3,3,2,1,1,1
1135,3,2,3,3,2,2,1,1,1
1136,3,2,3,3,2,2,2,1,1
1137,1,1,2,2,2,1,1,1,1
1138,2,2,3,3,2,1,1,1,1
1139,1,1,2,2,2,1,1,1,1
1140,2,1,3,3,2,1,1,1,1
1141,2,2,2,2,2,1,1,1,1
1142,2,1,2,2,2,1,1,1,1
1143,1,1,2,3,3,2,1,1,1
1144,1,1,2,3,3,2,2,1,1
1145,2,1,3,3,3,3,2,1,1
1146,1,1,2,3,3,2,2,1,1
1147,1,1,2,3,3,2,2,1,1
1148,1,1,2,2,2,1,1,1,1
1149,1,1,2,3,2,2,2,1,1
1150,1,1,2,3,3,3,2,2,2
1151,1,1,2,3,3,2,2,2,2
1152,1,1,2,3,3,3,3,2,2
1153,1,1,2,3,3,2,2,2,2
1154,2,2,2,3,2,2,2,1,1
1155,2,2,3,3,3,2,2,1,1
1156,1,2,3,3,2,2,2,2,2
1157,2,2,2,2,2,2,2,2,2
1158,1,1,2,2,2,2,2,1,1
1159,1,1,2,2,2,2,2,1,1
1160,1,1,2,2,2,2,1,1,1
1161,1,1,2,2,2,2,2,1,1
1162,1,1,2,3,2,2,2,1,1
1163,1,1,2,2,2,1,1,1,1
1164,2,2,3,3,2,2,1,1,1
1165,2,2,3,3,2,1,1,1,1
1166,2,3,3,3,2,2,1,1,1
1167,2,2,3,3,2,2,1,1,1
1168,1,2,3,3,3,2,2,2,2
1169,3,3,3,3,3,2,2,2,2
1170,2,2,3,3,3,3,3,2,2
1171,3,2,3,3,3,3,2,2,2
1172,2,2,3,3,2,3,2,2,2
1173,2,2,3,3,3,3,3,2,2
1174,2,2,2,2,2,3,2,2,2
1175,3,2,3,3,2,2,2,2,2
1176,3,3,3,3,3,2,2,2,2
1177,3,2,3,3,3,2,2,2,2
1178,2,1,2,2,2,2,2,2,2
1179,3,2,3,3,2,2,1,1,1
1180,2,1,2,2,2,2,1,1,1
1181,2,1,2,3,2,2,1,1,1
1182,1,1,3,3,2,2,1,1,1
1183,1,1,3,3,3,2,2,1,1
1184,2,2,3,3,3,2,2,1,1
1185,2,1,2,3,3,3,2,1,1
1186,3,1,2,3,3,3,2,2,2
1187,2,1,3,3,3,3,2,1,1
1188,2,1,2,3,3,2,2,1,1
1189,2,2,3,3,3,3,2,2,2
1190,1,1,3,3,3,2,1,1,1
1191,1,1,2,3,3,2,2,2,2
1192,1,1,2,3,3,2,2,2,2
1193,1,1,2,2,2,2,2,2,2
1194,2,2,3,2,2,2,2,2,2
1195,2,2,3,2,2,2,2,2,2
1196,2,2,3,3,2,2,2,2,2
1197,2,2,3,2,2,2,1,1,1
1198,1,1,2,2,1,1,1,1,1
1199,2,2,3,2,1,1,1,1,1
1200,3,3,3,3,2,1,1,1,1
1201,3,3,3,3,2,2,2,2,2
1202,3,3,3,3,2,2,2,2,2
1203,2,2,2,2,2,2,2,2,2
1204,1,1,2,2,2,3,3,2,2
1205,1,1,2,2,3,3,3,3,3
1206,1,1,2,2,2,3,3,3,3
1207,2,2,2,2,2,2,2,3,2
1208,2,3,3,3,2,2,2,3,3
1209,2,3,3,3,3,3,3,3,3
1210,2,2,3,3,3,2,2,2,2
1211,2,2,3,3,3,2,3,3,3
1212,2,2,3,3,2,1,2,2,2
1213,2,2,3,3,2,2,2,2,2
1214,1,2,2,3,3,2,2,2,2
1215,1,2,2,3,3,2,2,2,2
1216,2,2,3,3,3,2,2,2,2
1217,2,2,3,3,2,2,2,2,2
1218,2,3,3,3,2,2,2,2,2
1219,2,2,3,3,2,2,2,2,2
1220,2,2,2,2,2,2,2,2,2
1221,2,2,2,2,2,2,2,2,2
1222,2,1,2,2,2,2,2,2,2
1223,2,2,2,2,2,2,1,1,1
1224,1,2,2,3,2,2,2,1,1
1225,1,2,2,3,2,1,1,1,1
1226,1,1,2,3,2,2,1,1,1
1227,1,1,2,3,3,3,2,1,1
1228,1,1,2,3,3,3,3,2,2
1229,1,1,3,3,3,3,3,2,2
1230,2,2,3,3,3,3,3,2,2
1231,2,2,3,3,3,3,2,2,2
1232,2,2,3,3,3,3,2,2,2
1233,2,3,3,3,3,3,2,2,2
1234,2,2,3,3,3,3,3,3,3
1235,2,2,3,3,3,3,3,3,3
1236,2,2,3,3,3,3,3,2,2
1237,2,2,3,3,3,3,3,2,2
1238,1,2,3,3,3,3,2,1,1
1239,1,1,2,3,3,3,2,2,2
1240,3,3,3,3,2,2,2,2,2
1241,1,1,2,3,2,2,2,2,2
1242,2,2,3,3,2,2,2,2,2
1243,1,1,2,2,2,2,1,1,1
1244,3,3,3,3,3,2,2,2,2
1245,3,3,3,3,3,2,2,2,2
1246,3,3,3,3,3,2,2,2,2
1247,2,2,3,3,3,2,2,2,2
1248,2,2,3,3,2,2,2,2,2
1249,2,2,3,3,2,2,2,2,2
1250,3,2,3,3,3,2,2,2,2
1251,2,2,3,3,3,3,2,2,2
1252,2,2,3,3,3,3,2,2,2
1253,2,2,3,3,3,3,3,2,2
1254,1,1,2,3,3,3,2,2,2
1255,1,1,2,3,3,3,3,2,2
1256,1,1,2,3,3,3,2,2,2
1257,1,1,2,3,3,3,2,2,2
1258,1,1,2,2,3,3,2,2,2
1259,1,1,2,3,3,3,2,2,2
1260,1,1,2,3,3,2,2,2,2
1261,1,2,2,3,3,2,2,2,2
1262,1,1,3,3,3,2,2,2,2
1263,1,1,3,3,2,2,2,2,2
1264,1,2,3,3,2,2,2,2,2
1265,2,2,3,3,2,2,1,1,1
1266,1,2,3,3,2,2,1,1,1
1267,1,1,2,3,3,2,2,1,1
1268,1,1,2,3,3,2,2,2,2
1269,1,1,2,3,2,2,2,1,1
1270,1,1,3,3,3,2,2,1,1
1271,1,2,3,3,2,2,1,1,1
1272,1,3,3,3,2,1,1,1,1
1273,1,2,3,2,2,1,1,1,1
1274,1,2,3,3,2,2,1,1,1
1275,1,3,3,2,2,1,1,1,1
1276,1,1,2,3,3,3,2,1,1
1277,1,1,2,3,3,3,2,2,2
1278,1,1,2,3,3,2,2,2,2
1279,1,1,2,3,3,2,2,2,2
1280,1,1,2,3,3,2,2,2,2
1281,1,1,2,3,3,2,2,2,2
1282,1,1,2,3,3,2,2,2,2
1283,1,1,2,2,2,2,2,2,2
1284,1,2,3,3,2,2,2,2,2
1285,1,2,2,2,2,2,2,2,2
1286,2,2,2,2,2,2,2,2,2
1287,2,2,2,2,2,2,2,2,2
1288,1,1,2,2,2,1,1,2,2
1289,1,1,2,2,2,2,2,2,2
1290,1,2,3,3,2,2,2,2,2
1291,2,2,3,3,3,3,2,2,2
1292,2,2,3,3,3,3,2,2,2
1293,2,2,3,3,3,2,2,2,2
1294,2,2,3,3,3,2,2,2,2
1295,3,3,3,3,2,2,2,2,2
1296,3,2,3,3,2,2,1,1,1
1297,2,2,2,2,1,1,1,1,1
1298,2,2,3,3,2,1,1,1,1
1299,2,2,3,3,2,1,1,1,1
1300,3,2,2,3,2,2,1,1,1
1301,2,1,2,3,2,2,2,2,2
1302,2,1,2,2,2,2,2,1,1
1303,2,1,2,3,2,2,2,1,1
1304,2,2,3,3,2,2,2,1,1
1305,2,1,2,3,2,2,1,1,1
1306,1,1,3,3,3,2,2,2,2
1307,1,1,2,3,3,2,2,2,2
1308,1,1,2,3,3,2,2,2,2
1309,1,1,2,3,3,2,2,2,2
1310,1,1,2,3,3,2,2,2,2
1311,1,1,2,2,2,2,2,2,2
1312,1,1,2,2,2,2,2,2,2
1313,1,1,2,2,2,2,2,1,1
1314,2,1,2,2,2,2,2,1,1
1315,2,2,2,2,2,2,2,1,1
1316,2,2,2,2,2,2,2,1,1
1317,2,2,2,2,2,2,2,1,1
1318,2,2,3,3,2,2,2,1,1
1319,3,3,3,3,2,2,2,2,2
1320,3,3,3,3,2,2,2,2,2
1321,3,3,3,3,2,2,2,2,2
1322,2,2,3,3,2,2,2,2,2
1323,2,2,3,3,3,2,2,2,2
1324,2,2,3,3,3,2,2,2,2
1325,2,2,3,3,3,2,2,2,2
1326,2,3,3,3,3,2,2,1,1
1327,3,3,3,3,3,2,1,1,1
1328,3,3,3,3,3,2,1,1,1
1329,3,3,3,3,2,2,1,1,1
1330,2,2,3,2,1,1,1,1,1
1331,3,2,3,2,1,1,1,1,1
1332,2,2,3,2,1,1,1,1,1
1333,3,3,3,3,2,1,1,1,1
1334,3,2,3,3,1,1,1,1,1
1335,3,2,3,3,2,1,1,1,1
1336,2,2,2,2,1,1,1,1,1
1337,3,2,3,2,1,1,1,1,1
1338,3,2,3,2,1,1,2,2,2
1339,3,2,3,3,1,1,2,2,2
1340,2,2,3,2,1,1,1,1,1
1341,1,1,3,2,1,1,1,1,1
1342,1,2,3,2,2,2,1,1,1
1343,1,2,2,2,1,1,1,1,1
1344,2,2,3,3,2,1,1,1,1
1345,1,2,3,2,1,1,1,1,1
1346,1,2,3,2,1,1,1,1,1
1347,2,2,3,2,1,1,1,1,1
1348,2,2,3,2,1,1,1,1,1
1349,2,2,3,2,1,1,1,1,1
1350,2,2,3,2,1,1,1,1,1
1351,3,3,3,2,1,1,1,1,1
1352,3,2,3,2,1,1,1,1,1
1353,3,3,3,3,2,1,1,1,1
1354,2,2,3,3,2,2,2,1,1
1355,2,2,3,3,2,2,2,1,1
1356,2,2,3,3,2,2,2,1,1
1357,3,3,3,3,2,1,1,1,1
1358,3,2,3,3,2,2,2,2,2
1359,2,2,3,2,2,1,1,1,1
1360,3,3,3,2,2,2,1,1,1
1361,3,3,2,2,1,1,1,1,1
1362,3,3,3,2,1,1,1,1,1
1363,3,2,3,2,1,1,1,1,1
1364,3,3,3,2,1,1,1,1,1
1365,3,3,3,3,2,1,1,1,1
1366,3,3,3,3,2,2,1,1,1
1367,3,2,2,1,1,1,1,1,1
1368,1,1,2,2,1,1,1,1,1
1369,3,2,3,1,1,1,1,1,1
1370,1,1,3,3,3,3,3,3,3
